company_name,symbol,stock_file_stem,yahoo_symbol,stock_rows,financial_files_written,empty_statements
Housing Development Finance Corporation Ltd.,HDFC,HDFC,HDFC.NS,0,0,"income_statement, balance_sheet, cash_flow"
