metric,value
Tax Effect Of Unusual Items,-65073000.0
Tax Rate For Calcs,0.0109
Normalized EBITDA,74080000000.0
Total Unusual Items,-5970000000.0
Total Unusual Items Excluding Goodwill,-5970000000.0
Net Income From Continuing Operation Net Minority Interest,8970000000.0
Reconciled Depreciation,27500000000.0
Reconciled Cost Of Revenue,245260000000.0
EBITDA,68110000000.0
EBIT,40610000000.0
Net Interest Income,-30890000000.0
Interest Expense,32320000000.0
Interest Income,3470000000.0
Normalized Income,14874927000.0
Net Income From Continuing And Discontinued Operation,8970000000.0
Total Expenses,406420000000.0
Rent Expense Supplemental,1300000000.0
Diluted Average Shares,789308587.0
Basic Average Shares,770809766.0
Diluted EPS,9.62
Basic EPS,9.85
Diluted NI Availto Com Stockholders,7590000000.0
Net Income Common Stockholders,7590000000.0
Otherunder Preferred Stock Dividend,1380000000.0
Net Income,8970000000.0
Minority Interests,770000000.0
Net Income Including Noncontrolling Interests,8200000000.0
Net Income Continuous Operations,8200000000.0
Tax Provision,90000000.0
Pretax Income,8290000000.0
Other Non Operating Income Expenses,780000000.0
Special Income Charges,-5970000000.0
Other Special Charges,2160000000.0
Write Off,2810000000.0
Restructuring And Mergern Acquisition,1000000000.0
Net Non Operating Interest Income Expense,-30890000000.0
Total Other Finance Cost,2040000000.0
Interest Expense Non Operating,32320000000.0
Interest Income Non Operating,3470000000.0
Operating Income,56200000000.0
Operating Expense,161160000000.0
Other Operating Expenses,58670000000.0
Depreciation And Amortization In Income Statement,27500000000.0
Amortization,12050000000.0
Depreciation Income Statement,15450000000.0
Research And Development,1080000000.0
Selling General And Administration,18590000000.0
Selling And Marketing Expense,7950000000.0
General And Administrative Expense,10640000000.0
Rent And Landing Fees,1300000000.0
Gross Profit,217360000000.0
Cost Of Revenue,245260000000.0
Total Revenue,462620000000.0
Operating Revenue,462620000000.0
