Symbol,TradeDate,Datetime,Open,High,Low,Close,Volume,MinuteChangePct,IsDrasticMoment
ADANIENT,2024-01-03,2024-01-03T12:28:00+05:30,2991.750000,2994.350000,2987.100000,2987.100000,15104,-0.155427,false
ADANIENT,2024-01-03,2024-01-03T12:29:00+05:30,2987.350000,2994.950000,2985.850000,2992.800000,9014,0.190821,false
ADANIENT,2024-01-03,2024-01-03T12:30:00+05:30,2992.800000,2996.350000,2990.950000,2993.900000,12055,0.036755,false
ADANIENT,2024-01-03,2024-01-03T12:31:00+05:30,2993.900000,2994.700000,2990.900000,2991.050000,4606,-0.095194,false
ADANIENT,2024-01-03,2024-01-03T12:32:00+05:30,2991.000000,2992.200000,2987.000000,2991.700000,12476,0.021731,false
ADANIENT,2024-01-03,2024-01-03T12:33:00+05:30,2990.300000,2995.000000,2988.050000,2995.000000,10543,0.110305,false
ADANIENT,2024-01-03,2024-01-03T12:34:00+05:30,2995.000000,2996.000000,2992.750000,2993.500000,7139,-0.050083,false
ADANIENT,2024-01-03,2024-01-03T12:35:00+05:30,2993.000000,2995.500000,2990.000000,2991.000000,7255,-0.083514,false
ADANIENT,2024-01-03,2024-01-03T12:36:00+05:30,2991.000000,2995.500000,2990.400000,2994.350000,4790,0.112003,false
ADANIENT,2024-01-03,2024-01-03T12:37:00+05:30,2994.350000,2995.500000,2987.000000,2989.300000,11574,-0.168651,false
ADANIENT,2024-01-03,2024-01-03T12:38:00+05:30,2989.300000,2992.000000,2985.150000,2990.900000,11101,0.053524,false
ADANIENT,2024-01-03,2024-01-03T12:39:00+05:30,2991.950000,2993.000000,2990.000000,2993.000000,5551,0.070213,false
ADANIENT,2024-01-03,2024-01-03T12:40:00+05:30,2993.000000,2993.000000,2983.250000,2986.600000,20787,-0.213832,false
ADANIENT,2024-01-03,2024-01-03T12:41:00+05:30,2986.600000,2989.000000,2983.700000,2986.300000,10020,-0.010045,false
ADANIENT,2024-01-03,2024-01-03T12:42:00+05:30,2987.950000,2989.450000,2984.700000,2986.900000,5959,0.020092,false
ADANIENT,2024-01-03,2024-01-03T12:43:00+05:30,2987.200000,2992.600000,2985.100000,2991.050000,7934,0.138940,false
ADANIENT,2024-01-03,2024-01-03T12:44:00+05:30,2991.000000,2994.850000,2989.700000,2993.000000,9168,0.065194,false
