metric,value
Tax Effect Of Unusual Items,1807857000.0
Tax Rate For Calcs,0.3293
Normalized EBITDA,286340000000.0
Total Unusual Items,5490000000.0
Total Unusual Items Excluding Goodwill,5490000000.0
Net Income From Continuing Operation Net Minority Interest,88120000000.0
Reconciled Depreciation,81720000000.0
Reconciled Cost Of Revenue,1101810000000.0
EBITDA,291830000000.0
EBIT,210110000000.0
Net Interest Income,-71710000000.0
Interest Expense,76310000000.0
Interest Income,8360000000.0
Normalized Income,84437857000.0
Net Income From Continuing And Discontinued Operation,88120000000.0
Total Expenses,1520920000000.0
Rent Expense Supplemental,1220000000.0
Diluted Average Shares,2436042791.0
Basic Average Shares,2425013099.0
Diluted EPS,36.17
Basic EPS,36.34
Diluted NI Availto Com Stockholders,88120000000.0
Net Income Common Stockholders,88120000000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,88120000000.0
Minority Interests,-1610000000.0
Net Income Including Noncontrolling Interests,89730000000.0
Net Income Continuous Operations,89730000000.0
Tax Provision,44070000000.0
Pretax Income,133800000000.0
Other Non Operating Income Expenses,940000000.0
Special Income Charges,4960000000.0
Other Special Charges,-4960000000.0
Restructuring And Mergern Acquisition,-7800000000.0
Net Non Operating Interest Income Expense,-71710000000.0
Total Other Finance Cost,3760000000.0
Interest Expense Non Operating,76310000000.0
Interest Income Non Operating,8360000000.0
Operating Income,204960000000.0
Operating Expense,419110000000.0
Other Operating Expenses,221100000000.0
Depreciation And Amortization In Income Statement,81720000000.0
Amortization,1650000000.0
Depreciation Income Statement,80070000000.0
Selling General And Administration,93340000000.0
Selling And Marketing Expense,89620000000.0
General And Administrative Expense,3720000000.0
Rent And Landing Fees,1220000000.0
Gross Profit,624070000000.0
Cost Of Revenue,1101810000000.0
Total Revenue,1725880000000.0
Operating Revenue,1725880000000.0
