metric,value
Tax Effect Of Unusual Items,-419982737.60764
Tax Rate For Calcs,0.245949
Normalized EBITDA,438744500000.0
Total Unusual Items,-1707600000.0
Total Unusual Items Excluding Goodwill,-1707600000.0
Net Income From Continuing Operation Net Minority Interest,151894200000.0
Reconciled Depreciation,137878300000.0
Reconciled Cost Of Revenue,794316800000.0
EBITDA,437036900000.0
EBIT,299158600000.0
Net Interest Income,-79260600000.0
Interest Expense,93949500000.0
Interest Income,15083600000.0
Normalized Income,153181817262.39236
Net Income From Continuing And Discontinued Operation,151894200000.0
Total Expenses,1058438500000.0
Rent Expense Supplemental,2102300000.0
Diluted Average Shares,9696666134.0
Basic Average Shares,9696666134.0
Diluted EPS,17.2
Basic EPS,17.2
Diluted NI Availto Com Stockholders,166759000000.0
Net Income Common Stockholders,166759000000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,166759000000.0
Minority Interests,-2843900000.0
Net Income Including Noncontrolling Interests,169602900000.0
Net Income Extraordinary,14864800000.0
Net Income Continuous Operations,154738100000.0
Tax Provision,50471000000.0
Pretax Income,205209100000.0
Other Non Operating Income Expenses,14221800000.0
Special Income Charges,-1970000000.0
Other Special Charges,1970000000.0
Write Off,0.0
Net Non Operating Interest Income Expense,-79260600000.0
Total Other Finance Cost,394700000.0
Interest Expense Non Operating,93949500000.0
Interest Income Non Operating,15083600000.0
Operating Income,254854600000.0
Operating Expense,264121700000.0
Other Operating Expenses,43637400000.0
Depreciation And Amortization In Income Statement,137878300000.0
Amortization,579800000.0
Depreciation Income Statement,137298500000.0
Selling General And Administration,24814300000.0
Selling And Marketing Expense,18156200000.0
General And Administrative Expense,6658100000.0
Rent And Landing Fees,2102300000.0
Gross Profit,518976300000.0
Cost Of Revenue,794316800000.0
Total Revenue,1313293100000.0
Operating Revenue,1313293100000.0
