metric,value
Tax Effect Of Unusual Items,-527622087.987193
Tax Rate For Calcs,0.250878
Normalized EBITDA,558087000000.0
Total Unusual Items,-2103100000.0
Total Unusual Items Excluding Goodwill,-2103100000.0
Net Income From Continuing Operation Net Minority Interest,198116900000.0
Reconciled Depreciation,162036300000.0
Reconciled Cost Of Revenue,1108740800000.0
EBITDA,555983900000.0
EBIT,393947600000.0
Net Interest Income,-95447200000.0
Interest Expense,122533100000.0
Interest Income,27361400000.0
Normalized Income,199692377912.01282
Net Income From Continuing And Discontinued Operation,198116900000.0
Total Expenses,1435699200000.0
Rent Expense Supplemental,2037600000.0
Diluted Average Shares,9696666134.0
Basic Average Shares,9696666134.0
Diluted EPS,21.46
Basic EPS,21.46
Diluted NI Availto Com Stockholders,208118900000.0
Net Income Common Stockholders,208118900000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,208118900000.0
Minority Interests,-5205600000.0
Net Income Including Noncontrolling Interests,213324500000.0
Net Income Extraordinary,10002000000.0
Net Income Continuous Operations,203322500000.0
Tax Provision,68092000000.0
Pretax Income,271414500000.0
Other Non Operating Income Expenses,8165700000.0
Special Income Charges,-2103100000.0
Other Special Charges,1725700000.0
Write Off,377400000.0
Net Non Operating Interest Income Expense,-95447200000.0
Total Other Finance Cost,275500000.0
Interest Expense Non Operating,122533100000.0
Interest Income Non Operating,27361400000.0
Operating Income,331496900000.0
Operating Expense,326958400000.0
Other Operating Expenses,62453200000.0
Depreciation And Amortization In Income Statement,162036300000.0
Amortization,436600000.0
Depreciation Income Statement,162036300000.0
Selling General And Administration,51066000000.0
Selling And Marketing Expense,43175000000.0
General And Administrative Expense,7891000000.0
Rent And Landing Fees,2037600000.0
Gross Profit,658455300000.0
Cost Of Revenue,1108740800000.0
Total Revenue,1767196100000.0
Operating Revenue,1767196100000.0
