metric,value
Tax Effect Of Unusual Items,-1893649760.568897
Tax Rate For Calcs,0.279324
Normalized EBITDA,506863300000.0
Total Unusual Items,-6779400000.0
Total Unusual Items Excluding Goodwill,-6779400000.0
Net Income From Continuing Operation Net Minority Interest,173256700000.0
Reconciled Depreciation,147922700000.0
Reconciled Cost Of Revenue,1113815700000.0
EBITDA,500083900000.0
EBIT,352161200000.0
Net Interest Income,-86426000000.0
Interest Expense,108855300000.0
Interest Income,22758700000.0
Normalized Income,178142450239.4311
Net Income From Continuing And Discontinued Operation,173256700000.0
Total Expenses,1408534700000.0
Rent Expense Supplemental,2027300000.0
Diluted Average Shares,9696666134.0
Basic Average Shares,9696666134.0
Diluted EPS,17.44
Basic EPS,17.44
Diluted NI Availto Com Stockholders,169125500000.0
Net Income Common Stockholders,169125500000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,169125500000.0
Minority Interests,-2088000000.0
Net Income Including Noncontrolling Interests,171213500000.0
Net Income Extraordinary,-4131200000.0
Net Income Continuous Operations,175344700000.0
Tax Provision,67961200000.0
Pretax Income,243305900000.0
Other Non Operating Income Expenses,9344300000.0
Special Income Charges,-6838400000.0
Other Special Charges,2582300000.0
Write Off,4256100000.0
Net Non Operating Interest Income Expense,-86426000000.0
Total Other Finance Cost,329400000.0
Interest Expense Non Operating,108855300000.0
Interest Income Non Operating,22758700000.0
Operating Income,332226800000.0
Operating Expense,294719000000.0
Other Operating Expenses,52244700000.0
Depreciation And Amortization In Income Statement,147922700000.0
Amortization,508200000.0
Depreciation Income Statement,147414500000.0
Selling General And Administration,35687000000.0
Selling And Marketing Expense,27608900000.0
General And Administrative Expense,8078100000.0
Rent And Landing Fees,2027300000.0
Gross Profit,626945800000.0
Cost Of Revenue,1113815700000.0
Total Revenue,1740761500000.0
Operating Revenue,1740761500000.0
