metric,value
Tax Effect Of Unusual Items,0.0
Tax Rate For Calcs,0.2553
Total Unusual Items,
Total Unusual Items Excluding Goodwill,
Net Income From Continuing Operation Net Minority Interest,386000400000.0
Reconciled Depreciation,16816900000.0
Net Interest Income,748839500000.0
Interest Expense,584297500000.0
Interest Income,1333137000000.0
Normalized Income,386000400000.0
Net Income From Continuing And Discontinued Operation,386000400000.0
Diluted Average Shares,5563479823.0
Basic Average Shares,5533113800.0
Diluted EPS,34.69
Basic EPS,69.76
Diluted NI Availto Com Stockholders,386000400000.0
Net Income Common Stockholders,386000400000.0
Net Income,386000400000.0
Minority Interests,-602600000.0
Net Income Including Noncontrolling Interests,386603000000.0
Net Income Extraordinary,
Net Income Continuous Operations,386603000000.0
Tax Provision,132559200000.0
Pretax Income,519162200000.0
Other Non Operating Income Expenses,
Special Income Charges,
Gain On Sale Of Security,21082900000.0
Depreciation Amortization Depletion Income Statement,16816900000.0
Depreciation And Amortization In Income Statement,16816900000.0
Amortization,0.0
Amortization Of Intangibles Income Statement,0.0
Depreciation Income Statement,16816900000.0
Selling General And Administration,320219100000.0
General And Administrative Expense,320219100000.0
Other Gand A,154931400000.0
Insurance And Claims,0.0
Salaries And Wages,165287700000.0
Total Revenue,1019413700000.0
Operating Revenue,1019413700000.0
Occupancy And Equipment,36236000000.0
Other Non Interest Expense,
