metric,value
Treasury Shares Number,
Ordinary Shares Number,11159485572.0
Share Issued,11159485572.0
Net Debt,690213700000.0
Total Debt,3151792800000.0
Tangible Book Value,2837262800000.0
Invested Capital,5966334600000.0
Net Tangible Assets,2837262800000.0
Capital Lease Obligations,97658900000.0
Common Stock Equity,2912200700000.0
Total Capitalization,4876437100000.0
Total Equity Gross Minority Interest,2917837900000.0
Minority Interest,5637200000.0
Stockholders Equity,2912200700000.0
Other Equity Interest,
Gains Losses Not Affecting Retained Earnings,575465000000.0
Other Equity Adjustments,575465000000.0
Treasury Stock,
Retained Earnings,1447784100000.0
Additional Paid In Capital,883371900000.0
Capital Stock,5579700000.0
Common Stock,5579700000.0
Total Liabilities Net Minority Interest,22837786100000.0
Derivative Product Liabilities,98783500000.0
Non Current Deferred Liabilities,
Non Current Deferred Taxes Liabilities,
Long Term Debt And Capital Lease Obligation,2061895300000.0
Long Term Capital Lease Obligation,97658900000.0
Long Term Debt,1964236400000.0
Current Debt And Capital Lease Obligation,1089897500000.0
Current Debt,1089897500000.0
Other Current Borrowings,1070186000000.0
Current Notes Payable,19711500000.0
Payables And Accrued Expenses,482975500000.0
Current Accrued Expenses,45684400000.0
Payables,437291100000.0
Other Payable,117907500000.0
Accounts Payable,319383600000.0
Total Assets,25755624000000.0
Investments And Advances,2965824900000.0
Available For Sale Securities,22103400000.0
Trading Securities,135831100000.0
Goodwill And Other Intangible Assets,74937900000.0
Other Intangible Assets,
Goodwill,74937900000.0
Net PPE,177559000000.0
Accumulated Depreciation,-126577900000.0
Gross PPE,304136900000.0
Other Properties,89989300000.0
Machinery Furniture Equipment,188646300000.0
Properties,25501300000.0
Prepaid Assets,71488100000.0
Receivables,278751200000.0
Other Receivables,84217800000.0
Accounts Receivable,194533400000.0
Other Short Term Investments,2807890400000.0
Cash And Cash Equivalents,2363920200000.0
Cash Financial,
Cash Cash Equivalents And Federal Funds Sold,4905108200000.0
