metric,value
Treasury Shares Number,12035.0
Ordinary Shares Number,15193797254.0
Share Issued,15193821324.0
Net Debt,4536535800000.0
Total Debt,8093552100000.0
Tangible Book Value,3921699900000.0
Invested Capital,14909836500000.0
Net Tangible Assets,3921699900000.0
Capital Lease Obligations,131043000000.0
Common Stock Equity,6947327400000.0
Total Capitalization,13596099400000.0
Total Equity Gross Minority Interest,7886182800000.0
Minority Interest,938855400000.0
Stockholders Equity,6947327400000.0
Other Equity Interest,26527200000.0
Gains Losses Not Affecting Retained Earnings,865602800000.0
Other Equity Adjustments,865602800000.0
Treasury Stock,16866000000.0
Retained Earnings,1746416900000.0
Additional Paid In Capital,4344576800000.0
Capital Stock,7596900000.0
Common Stock,7596900000.0
Total Liabilities Net Minority Interest,36232390200000.0
Derivative Product Liabilities,109409900000.0
Non Current Deferred Liabilities,288154400000.0
Non Current Deferred Taxes Liabilities,288154400000.0
Long Term Debt And Capital Lease Obligation,6779815000000.0
Long Term Capital Lease Obligation,131043000000.0
Long Term Debt,6648772000000.0
Current Debt And Capital Lease Obligation,1313737100000.0
Current Debt,1313737100000.0
Other Current Borrowings,1279304500000.0
Current Notes Payable,34432600000.0
Payables And Accrued Expenses,753691700000.0
Current Accrued Expenses,82752600000.0
Payables,670939100000.0
Other Payable,139454300000.0
Accounts Payable,531484800000.0
Total Assets,44118573000000.0
Investments And Advances,7282178300000.0
Available For Sale Securities,317593500000.0
Trading Securities,461245300000.0
Goodwill And Other Intangible Assets,3025627500000.0
Other Intangible Assets,1396117200000.0
Goodwill,1629510300000.0
Net PPE,268332900000.0
Accumulated Depreciation,-162920300000.0
Gross PPE,431253200000.0
Other Properties,121302500000.0
Machinery Furniture Equipment,245593100000.0
Properties,64357600000.0
Prepaid Assets,233802700000.0
Receivables,379127800000.0
Other Receivables,129187800000.0
Accounts Receivable,249940000000.0
Other Short Term Investments,6503339500000.0
Cash And Cash Equivalents,3425973300000.0
Cash Financial,1787186700000.0
Cash Cash Equivalents And Federal Funds Sold,5300399600000.0
