metric,value
Treasury Shares Number,
Ordinary Shares Number,11091081952.0
Share Issued,11091081952.0
Net Debt,509280300000.0
Total Debt,2186639000000.0
Tangible Book Value,2429900500000.0
Invested Capital,4613339400000.0
Net Tangible Assets,2429900500000.0
Capital Lease Obligations,78138000000.0
Common Stock Equity,2504838400000.0
Total Capitalization,4059171800000.0
Total Equity Gross Minority Interest,2509453400000.0
Minority Interest,4615000000.0
Stockholders Equity,2504838400000.0
Other Equity Interest,
Gains Losses Not Affecting Retained Earnings,511486600000.0
Other Equity Adjustments,511486600000.0
Treasury Stock,
Retained Earnings,1153191100000.0
Additional Paid In Capital,834615200000.0
Capital Stock,5545500000.0
Common Stock,5545500000.0
Total Liabilities Net Minority Interest,18604252100000.0
Derivative Product Liabilities,74819200000.0
Non Current Deferred Liabilities,
Non Current Deferred Taxes Liabilities,
Long Term Debt And Capital Lease Obligation,1632471400000.0
Long Term Capital Lease Obligation,78138000000.0
Long Term Debt,1554333400000.0
Current Debt And Capital Lease Obligation,554167600000.0
Current Debt,554167600000.0
Other Current Borrowings,554167600000.0
Current Notes Payable,
Payables And Accrued Expenses,424181600000.0
Current Accrued Expenses,58522200000.0
Payables,365659400000.0
Other Payable,130937400000.0
Accounts Payable,234722000000.0
Total Assets,21113705500000.0
Investments And Advances,2793548800000.0
Available For Sale Securities,
Trading Securities,53199500000.0
Goodwill And Other Intangible Assets,74937900000.0
Other Intangible Assets,
Goodwill,74937900000.0
Net PPE,137398600000.0
Accumulated Depreciation,-109641000000.0
Gross PPE,247039600000.0
Other Properties,71572200000.0
Machinery Furniture Equipment,152713000000.0
Properties,22754400000.0
Prepaid Assets,56980200000.0
Receivables,188526100000.0
Other Receivables,52033200000.0
Accounts Receivable,136492900000.0
Other Short Term Investments,2740349300000.0
Cash And Cash Equivalents,1599220700000.0
Cash Financial,
Cash Cash Equivalents And Federal Funds Sold,3630818500000.0
