metric,value
Tax Effect Of Unusual Items,1499872172.018148
Tax Rate For Calcs,0.262532
Normalized EBITDA,62574900000.0
Total Unusual Items,5713100000.0
Total Unusual Items Excluding Goodwill,5713100000.0
Net Income From Continuing Operation Net Minority Interest,43784800000.0
Reconciled Depreciation,8245900000.0
Reconciled Cost Of Revenue,270383600000.0
EBITDA,68288000000.0
EBIT,60042100000.0
Net Interest Income,3750900000.0
Interest Expense,706500000.0
Interest Income,4457400000.0
Normalized Income,39571572172.01815
Net Income From Continuing And Discontinued Operation,43784800000.0
Total Expenses,355492900000.0
Rent Expense Supplemental,363000000.0
Diluted Average Shares,200217854.0
Basic Average Shares,199970273.0
Diluted EPS,218.69
Basic EPS,218.96
Diluted NI Availto Com Stockholders,43784800000.0
Net Income Common Stockholders,43784800000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,43784800000.0
Minority Interests,26700000.0
Net Income Including Noncontrolling Interests,43758100000.0
Net Income Continuous Operations,43758100000.0
Tax Provision,15577500000.0
Pretax Income,59335600000.0
Other Non Operating Income Expenses,10440800000.0
Special Income Charges,-19000000.0
Other Special Charges,19000000.0
Restructuring And Mergern Acquisition,0.0
Net Non Operating Interest Income Expense,3750900000.0
Interest Expense Non Operating,706500000.0
Interest Income Non Operating,4457400000.0
Operating Income,51632000000.0
Operating Expense,85109300000.0
Other Operating Expenses,27423000000.0
Depreciation And Amortization In Income Statement,8245900000.0
Amortization,1684900000.0
Depreciation Income Statement,6561000000.0
Selling General And Administration,24386000000.0
Selling And Marketing Expense,23533600000.0
General And Administrative Expense,852400000.0
Rent And Landing Fees,363000000.0
Gross Profit,136741300000.0
Cost Of Revenue,270383600000.0
Total Revenue,407124900000.0
Operating Revenue,407124900000.0
