metric,value
Tax Effect Of Unusual Items,965412953.518526
Tax Rate For Calcs,0.26483
Normalized EBITDA,55593900000.0
Total Unusual Items,3645400000.0
Total Unusual Items Excluding Goodwill,3645400000.0
Net Income From Continuing Operation Net Minority Interest,37448300000.0
Reconciled Depreciation,7573600000.0
Reconciled Cost Of Revenue,256327500000.0
EBITDA,59239300000.0
EBIT,51665700000.0
Net Interest Income,2249400000.0
Interest Expense,763700000.0
Interest Income,3013100000.0
Normalized Income,34768312953.518524
Net Income From Continuing And Discontinued Operation,37448300000.0
Total Expenses,330134000000.0
Rent Expense Supplemental,421100000.0
Diluted Average Shares,200224343.0
Basic Average Shares,199871710.0
Diluted EPS,187.04
Basic EPS,187.36
Diluted NI Availto Com Stockholders,37448300000.0
Net Income Common Stockholders,37448300000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,37448300000.0
Minority Interests,26700000.0
Net Income Including Noncontrolling Interests,37421600000.0
Net Income Continuous Operations,37421600000.0
Tax Provision,13480400000.0
Pretax Income,50902000000.0
Other Non Operating Income Expenses,8545400000.0
Special Income Charges,-1592900000.0
Other Special Charges,1592900000.0
Restructuring And Mergern Acquisition,1599900000.0
Net Non Operating Interest Income Expense,2249400000.0
Interest Expense Non Operating,763700000.0
Interest Income Non Operating,3013100000.0
Operating Income,45856300000.0
Operating Expense,73806500000.0
Other Operating Expenses,21573500000.0
Depreciation And Amortization In Income Statement,7573600000.0
Amortization,1313400000.0
Depreciation Income Statement,6260200000.0
Selling General And Administration,21418700000.0
Selling And Marketing Expense,20595700000.0
General And Administrative Expense,823000000.0
Rent And Landing Fees,421100000.0
Gross Profit,119662800000.0
Cost Of Revenue,256327500000.0
Total Revenue,375990300000.0
Operating Revenue,375990300000.0
