Date,Symbol,Open,High,Low,Close,Adj Close,Volume
2022-01-03,HEROMOTOCO.NS,2463.0,2496.5,2463.0,2476.60009765625,2111.544189453125,234912
2022-01-04,HEROMOTOCO.NS,2492.0,2496.60009765625,2468.39990234375,2484.89990234375,2118.62109375,181575
2022-01-05,HEROMOTOCO.NS,2484.949951171875,2512.949951171875,2477.949951171875,2506.0,2136.61083984375,294097
2022-01-06,HEROMOTOCO.NS,2490.0,2509.0,2464.0,2496.0,2128.085205078125,406402
2022-01-07,HEROMOTOCO.NS,2509.0,2515.5,2482.0,2499.10009765625,2130.727783203125,308537
2022-01-10,HEROMOTOCO.NS,2489.300048828125,2584.0,2489.300048828125,2578.10009765625,2198.0830078125,783876
2022-01-11,HEROMOTOCO.NS,2584.64990234375,2592.14990234375,2560.800048828125,2568.25,2189.68505859375,372092
2022-01-12,HEROMOTOCO.NS,2575.0,2595.0,2562.0,2590.5,2208.655517578125,410716
2022-01-13,HEROMOTOCO.NS,2599.0,2600.0,2570.0,2593.60009765625,2211.298828125,243121
2022-01-14,HEROMOTOCO.NS,2590.0,2594.800048828125,2555.0,2569.699951171875,2190.921142578125,267065
2022-01-17,HEROMOTOCO.NS,2599.0,2724.449951171875,2591.449951171875,2701.5,2303.293701171875,2357848
2022-01-18,HEROMOTOCO.NS,2703.0,2727.0,2655.199951171875,2692.85009765625,2295.9189453125,1082632
2022-01-19,HEROMOTOCO.NS,2695.0,2740.0,2675.050048828125,2699.800048828125,2301.8447265625,763040
2022-01-20,HEROMOTOCO.NS,2700.0,2759.25,2696.050048828125,2709.449951171875,2310.072021484375,1022978
2022-01-21,HEROMOTOCO.NS,2703.699951171875,2777.0,2657.25,2750.10009765625,2344.73046875,1170753
2022-01-24,HEROMOTOCO.NS,2740.0,2769.39990234375,2667.550048828125,2706.199951171875,2307.30078125,593277
2022-01-25,HEROMOTOCO.NS,2704.10009765625,2789.0,2652.85009765625,2782.050048828125,2371.970703125,971148
2022-01-27,HEROMOTOCO.NS,2733.0,2770.0,2689.0,2715.0,2314.8037109375,559824
2022-01-28,HEROMOTOCO.NS,2720.199951171875,2755.0,2663.050048828125,2672.14990234375,2278.27001953125,466238
2022-01-31,HEROMOTOCO.NS,2680.14990234375,2734.050048828125,2680.14990234375,2724.300048828125,2322.733154296875,442531
2022-02-01,HEROMOTOCO.NS,2748.0,2769.800048828125,2678.0,2726.75,2324.822021484375,414159
2022-02-02,HEROMOTOCO.NS,2703.0,2743.39990234375,2698.0,2702.39990234375,2304.06103515625,283071
2022-02-03,HEROMOTOCO.NS,2704.300048828125,2817.949951171875,2684.0,2781.5,2371.50146484375,1436881
2022-02-04,HEROMOTOCO.NS,2765.0,2780.0,2712.75,2721.75,2320.55908203125,585251
2022-02-07,HEROMOTOCO.NS,2721.75,2734.0,2625.0,2648.050048828125,2257.72265625,688838
2022-02-08,HEROMOTOCO.NS,2660.550048828125,2691.64990234375,2650.0,2671.949951171875,2278.099365234375,625615
2022-02-09,HEROMOTOCO.NS,2680.39990234375,2736.60009765625,2673.050048828125,2728.85009765625,2326.612548828125,359950
2022-02-10,HEROMOTOCO.NS,2745.39990234375,2751.0,2701.050048828125,2734.10009765625,2331.088623046875,448648
2022-02-11,HEROMOTOCO.NS,2670.0,2747.0,2655.0,2718.60009765625,2317.873291015625,1235994
2022-02-14,HEROMOTOCO.NS,2681.0,2703.14990234375,2630.75,2648.5,2258.106201171875,576694
2022-02-15,HEROMOTOCO.NS,2650.0,2787.85009765625,2630.0,2778.64990234375,2369.07177734375,1131545
2022-02-16,HEROMOTOCO.NS,2766.199951171875,2844.60009765625,2766.199951171875,2786.800048828125,2376.020751953125,1127829
2022-02-17,HEROMOTOCO.NS,2800.0,2872.300048828125,2780.550048828125,2793.449951171875,2381.689697265625,1166885
2022-02-18,HEROMOTOCO.NS,2780.0,2818.0,2748.949951171875,2774.050048828125,2365.150146484375,662754
2022-02-21,HEROMOTOCO.NS,2719.949951171875,2748.0,2685.0,2713.35009765625,2364.539794921875,522214
2022-02-22,HEROMOTOCO.NS,2674.949951171875,2752.0,2646.050048828125,2731.0,2379.920654296875,644900
2022-02-23,HEROMOTOCO.NS,2745.0,2762.449951171875,2665.0,2670.64990234375,2327.328857421875,631227
2022-02-24,HEROMOTOCO.NS,2618.60009765625,2624.60009765625,2440.0,2490.39990234375,2170.2509765625,1934361
2022-02-25,HEROMOTOCO.NS,2584.699951171875,2592.0,2504.699951171875,2558.39990234375,2229.509033203125,715496
2022-02-28,HEROMOTOCO.NS,2527.0,2546.949951171875,2489.050048828125,2535.449951171875,2209.509521484375,1008620
2022-03-02,HEROMOTOCO.NS,2498.0,2498.5,2421.0,2426.300048828125,2114.391357421875,855090
2022-03-03,HEROMOTOCO.NS,2441.0,2468.0,2405.0,2417.39990234375,2106.63525390625,831912
2022-03-04,HEROMOTOCO.NS,2400.0,2403.60009765625,2301.10009765625,2311.300048828125,2014.175048828125,1266961
2022-03-07,HEROMOTOCO.NS,2289.800048828125,2289.800048828125,2170.10009765625,2198.699951171875,1916.0496826171875,1284637
2022-03-08,HEROMOTOCO.NS,2181.0,2259.25,2146.85009765625,2251.64990234375,1962.1929931640625,1081826
2022-03-09,HEROMOTOCO.NS,2266.0,2310.60009765625,2235.14990234375,2290.5,1996.048583984375,670764
2022-03-10,HEROMOTOCO.NS,2350.0,2410.449951171875,2312.050048828125,2320.75,2022.4097900390625,716132
2022-03-11,HEROMOTOCO.NS,2318.0,2345.0,2287.10009765625,2331.199951171875,2031.5164794921875,467988
2022-03-14,HEROMOTOCO.NS,2330.0,2351.0,2282.300048828125,2341.89990234375,2040.8408203125,382149
2022-03-15,HEROMOTOCO.NS,2345.0,2380.0,2300.0,2318.39990234375,2020.3619384765625,612285
2022-03-16,HEROMOTOCO.NS,2350.199951171875,2376.5,2335.0,2369.5,2064.892822265625,493507
2022-03-17,HEROMOTOCO.NS,2383.0,2429.25,2375.0,2419.89990234375,2108.813720703125,781757
2022-03-21,HEROMOTOCO.NS,2434.75,2447.949951171875,2380.0,2391.550048828125,2084.1083984375,516893
2022-03-22,HEROMOTOCO.NS,2405.0,2435.0,2345.050048828125,2423.64990234375,2112.08154296875,470208
2022-03-23,HEROMOTOCO.NS,2423.0,2439.800048828125,2327.199951171875,2394.64990234375,2086.8095703125,1137046
2022-03-24,HEROMOTOCO.NS,2361.0,2427.25,2333.0,2412.14990234375,2102.059814453125,692836
2022-03-25,HEROMOTOCO.NS,2420.0,2438.0,2366.75,2378.39990234375,2072.648681640625,467568
2022-03-28,HEROMOTOCO.NS,2370.0,2397.85009765625,2349.0,2377.949951171875,2072.25634765625,493636
2022-03-29,HEROMOTOCO.NS,2385.0,2401.0,2154.050048828125,2210.64990234375,1926.4635009765625,2475877
2022-03-30,HEROMOTOCO.NS,2250.0,2281.0,2226.39990234375,2271.64990234375,1979.6220703125,3115035
2022-03-31,HEROMOTOCO.NS,2280.0,2316.89990234375,2280.0,2294.14990234375,1999.2293701171875,1338490
2022-04-01,HEROMOTOCO.NS,2185.0,2246.0,2150.0,2240.14990234375,1952.171142578125,3541517
2022-04-04,HEROMOTOCO.NS,2250.0,2319.0,2250.0,2311.75,2014.5667724609375,1417392
2022-04-05,HEROMOTOCO.NS,2329.89990234375,2352.64990234375,2315.0,2332.25,2032.4317626953125,715666
2022-04-06,HEROMOTOCO.NS,2328.0,2349.14990234375,2306.550048828125,2346.89990234375,2045.1982421875,812337
2022-04-07,HEROMOTOCO.NS,2350.0,2368.199951171875,2336.85009765625,2350.60009765625,2048.422607421875,853476
2022-04-08,HEROMOTOCO.NS,2355.0,2380.0,2330.550048828125,2362.449951171875,2058.748779296875,694946
2022-04-11,HEROMOTOCO.NS,2357.949951171875,2361.75,2331.14990234375,2335.39990234375,2035.17626953125,408871
2022-04-12,HEROMOTOCO.NS,2324.949951171875,2325.949951171875,2285.5,2297.89990234375,2002.497314453125,502227
2022-04-13,HEROMOTOCO.NS,2291.550048828125,2311.14990234375,2268.89990234375,2274.39990234375,1982.0181884765625,426929
