metric,value
Tax Effect Of Unusual Items,-336743827.9128
Tax Rate For Calcs,0.213751
Normalized EBITDA,171905100000.0
Total Unusual Items,-1575400000.0
Total Unusual Items Excluding Goodwill,-1575400000.0
Net Income From Continuing Operation Net Minority Interest,98992200000.0
Reconciled Depreciation,37114800000.0
Reconciled Cost Of Revenue,1146753900000.0
EBITDA,170329700000.0
EBIT,133214900000.0
Net Interest Income,-3529200000.0
Interest Expense,7264800000.0
Interest Income,3735600000.0
Normalized Income,100230856172.0872
Net Income From Continuing And Discontinued Operation,98992200000.0
Total Expenses,1217808000000.0
Rent Expense Supplemental,1230000000.0
Diluted Average Shares,6575100000.0
Basic Average Shares,6575100000.0
Diluted EPS,15.06
Basic EPS,15.06
Diluted NI Availto Com Stockholders,98992200000.0
Net Income Common Stockholders,98992200000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,98992200000.0
Minority Interests,-35900000.0
Net Income Including Noncontrolling Interests,99028100000.0
Net Income Continuous Operations,99028100000.0
Tax Provision,26922000000.0
Pretax Income,125950100000.0
Other Non Operating Income Expenses,445700000.0
Special Income Charges,-1633900000.0
Other Special Charges,272700000.0
Write Off,2800000.0
Impairment Of Capital Assets,1358400000.0
Net Non Operating Interest Income Expense,-3529200000.0
Interest Expense Non Operating,7264800000.0
Interest Income Non Operating,3735600000.0
Operating Income,110777600000.0
Operating Expense,71054100000.0
Other Operating Expenses,10876700000.0
Depreciation And Amortization In Income Statement,37114800000.0
Depreciation Income Statement,37114800000.0
Research And Development,203600000.0
Selling General And Administration,4522400000.0
Selling And Marketing Expense,2405400000.0
General And Administrative Expense,2117000000.0
Rent And Landing Fees,1230000000.0
Gross Profit,181831700000.0
Cost Of Revenue,1146753900000.0
Total Revenue,1328585600000.0
Operating Revenue,1328585600000.0
