metric,value
Free Cash Flow,78053300000.0
Repurchase Of Capital Stock,
Repayment Of Debt,-100137500000.0
Issuance Of Debt,77131200000.0
Capital Expenditure,-79297100000.0
End Cash Position,13171800000.0
Other Cash Adjustment Outside Changein Cash,
Beginning Cash Position,11460300000.0
Effect Of Exchange Rate Changes,1147500000.0
Changes In Cash,564000000.0
Financing Cash Flow,-89408500000.0
Net Other Financing Charges,328400000.0
Interest Paid Cff,-14858300000.0
Cash Dividends Paid,-42754400000.0
Common Stock Dividend Paid,-42754400000.0
Net Common Stock Issuance,
Common Stock Payments,
Net Issuance Payments Of Debt,-23006300000.0
Net Long Term Debt Issuance,-23006300000.0
Long Term Debt Payments,-100137500000.0
Long Term Debt Issuance,77131200000.0
Investing Cash Flow,-67377900000.0
Net Other Investing Changes,
Interest Received Cfi,3761000000.0
Dividends Received Cfi,4834800000.0
Net Investment Purchase And Sale,161900000.0
Sale Of Investment,84131900000.0
Purchase Of Investment,-83970000000.0
Net Business Purchase And Sale,3106500000.0
Sale Of Business,3106500000.0
Purchase Of Business,
Net PPE Purchase And Sale,-79168400000.0
Sale Of PPE,128700000.0
Purchase Of PPE,-79297100000.0
Operating Cash Flow,157350400000.0
Taxes Refund Paid,-24903000000.0
Change In Working Capital,786900000.0
Change In Payable,8201700000.0
Change In Inventory,-2892200000.0
Change In Receivables,-4522600000.0
Other Non Cash Items,2002200000.0
Provisionand Write Offof Assets,-1214600000.0
Depreciation And Amortization,40105430000.0
Depreciation,37992300000.0
Pension And Employee Benefit Expense,1991700000.0
Gain Loss On Investment Securities,-4293500000.0
Net Foreign Currency Exchange Gain Loss,0.0
Net Income From Continuing Operations,160955100000.0
