metric,value
Treasury Shares Number,20000.0
Ordinary Shares Number,6575079643.0
Share Issued,6575099643.0
Net Debt,149901900000.0
Total Debt,215953800000.0
Tangible Book Value,816266000000.0
Invested Capital,1013049200000.0
Working Capital,-3978100000.0
Net Tangible Assets,816266000000.0
Capital Lease Obligations,52880100000.0
Common Stock Equity,849975500000.0
Total Capitalization,957785900000.0
Total Equity Gross Minority Interest,852404800000.0
Minority Interest,2429300000.0
Stockholders Equity,849975500000.0
Other Equity Interest,784224500000.0
Retained Earnings,667949600000.0
Additional Paid In Capital,1267400000.0
Capital Stock,65751000000.0
Common Stock,65751000000.0
Total Liabilities Net Minority Interest,479082500000.0
Total Non Current Liabilities Net Minority Interest,260087400000.0
Other Non Current Liabilities,42337500000.0
Tradeand Other Payables Non Current,609000000.0
Non Current Deferred Revenue,50273400000.0
Non Current Deferred Taxes Liabilities,42598100000.0
Long Term Debt And Capital Lease Obligation,150190100000.0
Long Term Capital Lease Obligation,42379700000.0
Long Term Debt,107810400000.0
Long Term Provisions,9944300000.0
Current Liabilities,218995100000.0
Other Current Liabilities,917700000.0
Current Debt And Capital Lease Obligation,65763700000.0
Current Capital Lease Obligation,10500400000.0
Current Debt,55263300000.0
Current Provisions,9796500000.0
Payables,114044300000.0
Other Payable,35322700000.0
Dividends Payable,53200000.0
Total Tax Payable,1069900000.0
Accounts Payable,77598500000.0
Total Assets,1331487300000.0
Total Non Current Assets,1116470300000.0
Other Non Current Assets,11396600000.0
Non Current Prepaid Assets,4063600000.0
Other Investments,
Investmentin Financial Assets,81342600000.0
Available For Sale Securities,81342600000.0
Long Term Equity Investment,146385600000.0
Goodwill And Other Intangible Assets,33709500000.0
Other Intangible Assets,33709500000.0
Net PPE,829320100000.0
Accumulated Depreciation,-234131300000.0
Gross PPE,1071176500000.0
Construction In Progress,285215900000.0
Other Properties,10071100000.0
Machinery Furniture Equipment,697143800000.0
Buildings And Improvements,23509800000.0
Land And Improvements,23242500000.0
Properties,31993400000.0
Current Assets,215017000000.0
Other Current Assets,18454800000.0
Restricted Cash,2695500000.0
Prepaid Assets,10814400000.0
Inventory,62499200000.0
Finished Goods,
Work In Process,91500000.0
Raw Materials,16148700000.0
Other Receivables,7447300000.0
Taxes Receivable,12664700000.0
Accounts Receivable,94364400000.0
Allowance For Doubtful Accounts Receivable,-749700000.0
Gross Accounts Receivable,95114100000.0
Cash Cash Equivalents And Short Term Investments,24509700000.0
Other Short Term Investments,11337900000.0
Cash And Cash Equivalents,13171800000.0
Cash Equivalents,7106500000.0
Cash Financial,6065300000.0
