metric,value
Tax Effect Of Unusual Items,-336552200.0
Tax Rate For Calcs,0.202
Normalized EBITDA,167254900000.0
Total Unusual Items,-1666100000.0
Total Unusual Items Excluding Goodwill,-1666100000.0
Net Income From Continuing Operation Net Minority Interest,109290400000.0
Reconciled Depreciation,25753900000.0
Reconciled Cost Of Revenue,121975100000.0
EBITDA,165588800000.0
EBIT,139834900000.0
Net Interest Income,9987700000.0
Interest Expense,2313600000.0
Interest Income,12301300000.0
Normalized Income,110619947800.0
Net Income From Continuing And Discontinued Operation,109290400000.0
Total Expenses,394600500000.0
Rent Expense Supplemental,777400000.0
Diluted Average Shares,2399334970.0
Basic Average Shares,2399334970.0
Diluted EPS,45.6
Basic EPS,45.6
Diluted NI Availto Com Stockholders,109290400000.0
Net Income Common Stockholders,109290400000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,109290400000.0
Minority Interests,-357100000.0
Net Income Including Noncontrolling Interests,109647500000.0
Net Income Continuous Operations,109647500000.0
Tax Provision,27720300000.0
Pretax Income,137521300000.0
Other Non Operating Income Expenses,863400000.0
Special Income Charges,-7133400000.0
Other Special Charges,3095300000.0
Write Off,2953000000.0
Impairment Of Capital Assets,71300000.0
Restructuring And Mergern Acquisition,1013800000.0
Net Non Operating Interest Income Expense,9987700000.0
Interest Expense Non Operating,2313600000.0
Interest Income Non Operating,12301300000.0
Operating Income,125812000000.0
Operating Expense,272625400000.0
Other Operating Expenses,48730300000.0
Depreciation And Amortization In Income Statement,25753900000.0
Amortization,12303300000.0
Depreciation Income Statement,13450600000.0
Selling General And Administration,103004500000.0
Selling And Marketing Expense,65768600000.0
General And Administrative Expense,37235900000.0
Rent And Landing Fees,777400000.0
Gross Profit,398437400000.0
Cost Of Revenue,121975100000.0
Total Revenue,520412500000.0
Operating Revenue,520412500000.0
