metric,value
Tax Effect Of Unusual Items,802467131.157409
Tax Rate For Calcs,0.248442
Normalized EBITDA,274443300000.0
Total Unusual Items,3230000000.0
Total Unusual Items Excluding Goodwill,3230000000.0
Net Income From Continuing Operation Net Minority Interest,191916600000.0
Reconciled Depreciation,18090100000.0
Reconciled Cost Of Revenue,294605200000.0
EBITDA,277673300000.0
EBIT,259583200000.0
Net Interest Income,14562300000.0
Interest Expense,432000000.0
Interest Income,15340000000.0
Normalized Income,189489067131.1574
Net Income From Continuing And Discontinued Operation,191916600000.0
Total Expenses,463485200000.0
Rent Expense Supplemental,2664600000.0
Diluted Average Shares,12414327109.0
Basic Average Shares,12381512709.0
Diluted EPS,15.46
Basic EPS,15.5
Diluted NI Availto Com Stockholders,191916600000.0
Net Income Common Stockholders,191916600000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,191916600000.0
Minority Interests,-2850600000.0
Net Income Including Noncontrolling Interests,194767200000.0
Net Income Discontinuous Operations,
Net Income Continuous Operations,194767200000.0
Tax Provision,64384000000.0
Pretax Income,259151200000.0
Other Non Operating Income Expenses,1531300000.0
Special Income Charges,652400000.0
Other Special Charges,-666600000.0
Write Off,14200000.0
Net Non Operating Interest Income Expense,14562300000.0
Total Other Finance Cost,345700000.0
Interest Expense Non Operating,432000000.0
Interest Income Non Operating,15340000000.0
Operating Income,238967000000.0
Operating Expense,168880000000.0
Other Operating Expenses,74181700000.0
Depreciation And Amortization In Income Statement,18090100000.0
Depreciation Income Statement,18090100000.0
Research And Development,2047200000.0
Selling General And Administration,21450500000.0
Selling And Marketing Expense,12710100000.0
General And Administrative Expense,8740400000.0
Rent And Landing Fees,2664600000.0
Gross Profit,407847000000.0
Cost Of Revenue,294605200000.0
Total Revenue,702452200000.0
Operating Revenue,702452200000.0
