metric,value
Free Cash Flow,136338700000.0
Repayment Of Debt,-3500000.0
Issuance Of Debt,
Issuance Of Capital Stock,2918200000.0
Capital Expenditure,-21416400000.0
End Cash Position,2666800000.0
Other Cash Adjustment Outside Changein Cash,
Beginning Cash Position,3101600000.0
Changes In Cash,-434800000.0
Financing Cash Flow,-135805000000.0
Net Other Financing Charges,149200000.0
Interest Paid Cff,-395500000.0
Cash Dividends Paid,-137883200000.0
Common Stock Dividend Paid,-137883200000.0
Net Common Stock Issuance,2918200000.0
Common Stock Issuance,2918200000.0
Net Issuance Payments Of Debt,-3500000.0
Net Short Term Debt Issuance,
Short Term Debt Payments,
Short Term Debt Issuance,
Net Long Term Debt Issuance,-3500000.0
Long Term Debt Payments,-3500000.0
Investing Cash Flow,-22384900000.0
Net Other Investing Changes,
Interest Received Cfi,10345500000.0
Dividends Received Cfi,160700000.0
Net Investment Purchase And Sale,-12016100000.0
Sale Of Investment,761172200000.0
Purchase Of Investment,-773188300000.0
Net Business Purchase And Sale,-731200000.0
Sale Of Business,0.0
Purchase Of Business,-731200000.0
Net PPE Purchase And Sale,-20085400000.0
Sale Of PPE,1331000000.0
Purchase Of PPE,-21416400000.0
Operating Cash Flow,157755100000.0
Taxes Refund Paid,-49819500000.0
Change In Working Capital,-995500000.0
Change In Payable,10991100000.0
Change In Inventory,-4663700000.0
Change In Receivables,-7322900000.0
Other Non Cash Items,-10432700000.0
Stock Based Compensation,331700000.0
Provisionand Write Offof Assets,9300000.0
Depreciation And Amortization,17324100000.0
Depreciation,17324100000.0
Gain Loss On Investment Securities,-5390000000.0
Net Foreign Currency Exchange Gain Loss,-89800000.0
Gain Loss On Sale Of PPE,-562200000.0
Gain Loss On Sale Of Business,
Net Income From Continuing Operations,207404700000.0
