metric,value
Tax Effect Of Unusual Items,1569449273.232477
Tax Rate For Calcs,0.252518
Normalized EBITDA,218907200000.0
Total Unusual Items,6215200000.0
Total Unusual Items Excluding Goodwill,6215200000.0
Net Income From Continuing Operation Net Minority Interest,152426600000.0
Reconciled Depreciation,17324100000.0
Reconciled Cost Of Revenue,267464400000.0
EBITDA,225122400000.0
EBIT,207798300000.0
Net Interest Income,10226400000.0
Interest Expense,393600000.0
Interest Income,10826300000.0
Normalized Income,147780849273.23248
Net Income From Continuing And Discontinued Operation,152426600000.0
Total Expenses,411859100000.0
Rent Expense Supplemental,2137700000.0
Diluted Average Shares,12322019118.0
Basic Average Shares,12316571748.0
Diluted EPS,12.37
Basic EPS,12.37
Diluted NI Availto Com Stockholders,152426600000.0
Net Income Common Stockholders,152426600000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,152426600000.0
Minority Interests,-2604700000.0
Net Income Including Noncontrolling Interests,155031300000.0
Net Income Discontinuous Operations,
Net Income Continuous Operations,155031300000.0
Tax Provision,52373400000.0
Pretax Income,207404700000.0
Other Non Operating Income Expenses,1311600000.0
Special Income Charges,511800000.0
Other Special Charges,-511800000.0
Write Off,0.0
Net Non Operating Interest Income Expense,10226400000.0
Total Other Finance Cost,206300000.0
Interest Expense Non Operating,393600000.0
Interest Income Non Operating,10826300000.0
Operating Income,188954500000.0
Operating Expense,144394700000.0
Other Operating Expenses,62242100000.0
Depreciation And Amortization In Income Statement,17324100000.0
Depreciation Income Statement,17324100000.0
Research And Development,1992400000.0
Selling General And Administration,17660200000.0
Selling And Marketing Expense,10677000000.0
General And Administrative Expense,6983200000.0
Rent And Landing Fees,2137700000.0
Gross Profit,333349200000.0
Cost Of Revenue,267464400000.0
Total Revenue,600813600000.0
Operating Revenue,600813600000.0
