metric,value
Tax Effect Of Unusual Items,2118320699.553187
Tax Rate For Calcs,0.235204
Normalized EBITDA,273551500000.0
Total Unusual Items,9006300000.0
Total Unusual Items Excluding Goodwill,9006300000.0
Net Income From Continuing Operation Net Minority Interest,198982400000.0
Reconciled Depreciation,18163900000.0
Reconciled Cost Of Revenue,273458400000.0
EBITDA,282557800000.0
EBIT,264393900000.0
Net Interest Income,16576400000.0
Interest Expense,391100000.0
Interest Income,16967500000.0
Normalized Income,192094420699.5532
Net Income From Continuing And Discontinued Operation,204587800000.0
Total Expenses,437215600000.0
Rent Expense Supplemental,2743000000.0
Diluted Average Shares,12489150656.0
Basic Average Shares,12461058425.0
Diluted EPS,16.38
Basic EPS,16.42
Diluted NI Availto Com Stockholders,204587800000.0
Net Income Common Stockholders,204587800000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,204587800000.0
Minority Interests,-2925800000.0
Net Income Including Noncontrolling Interests,207513600000.0
Net Income Discontinuous Operations,5605400000.0
Net Income Continuous Operations,201908200000.0
Tax Provision,62094600000.0
Pretax Income,264002800000.0
Other Non Operating Income Expenses,1480600000.0
Special Income Charges,720400000.0
Other Special Charges,-721000000.0
Write Off,600000.0
Net Non Operating Interest Income Expense,16576400000.0
Total Other Finance Cost,341000000.0
Interest Expense Non Operating,391100000.0
Interest Income Non Operating,16967500000.0
Operating Income,236694800000.0
Operating Expense,163757200000.0
Other Operating Expenses,56779000000.0
Depreciation And Amortization In Income Statement,15180500000.0
Depreciation Income Statement,15180500000.0
Research And Development,2421500000.0
Selling General And Administration,38978400000.0
Selling And Marketing Expense,30389300000.0
General And Administrative Expense,8589100000.0
Rent And Landing Fees,2743000000.0
Gross Profit,400452000000.0
Cost Of Revenue,273458400000.0
Total Revenue,673910400000.0
Operating Revenue,673910400000.0
