metric,value
Tax Effect Of Unusual Items,1798951000.0
Tax Rate For Calcs,0.2681
Normalized EBITDA,187180000000.0
Total Unusual Items,6710000000.0
Total Unusual Items Excluding Goodwill,6710000000.0
Net Income From Continuing Operation Net Minority Interest,41440000000.0
Reconciled Depreciation,74740000000.0
Reconciled Cost Of Revenue,1081660000000.0
EBITDA,193890000000.0
EBIT,119150000000.0
Net Interest Income,-59570000000.0
Interest Expense,62600000000.0
Interest Income,7430000000.0
Normalized Income,36528951000.0
Net Income From Continuing And Discontinued Operation,41440000000.0
Total Expenses,1504870000000.0
Rent Expense Supplemental,880000000.0
Diluted Average Shares,2417220440.0
Basic Average Shares,2402298076.0
Diluted EPS,17.14
Basic EPS,17.25
Diluted NI Availto Com Stockholders,41440000000.0
Net Income Common Stockholders,41440000000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,41440000000.0
Minority Interests,50000000.0
Net Income Including Noncontrolling Interests,41390000000.0
Net Income Continuous Operations,41390000000.0
Tax Provision,15160000000.0
Pretax Income,56550000000.0
Other Non Operating Income Expenses,1180000000.0
Special Income Charges,6660000000.0
Other Special Charges,-6660000000.0
Restructuring And Mergern Acquisition,
Net Non Operating Interest Income Expense,-59570000000.0
Total Other Finance Cost,4400000000.0
Interest Expense Non Operating,62600000000.0
Interest Income Non Operating,7430000000.0
Operating Income,131590000000.0
Operating Expense,423210000000.0
Other Operating Expenses,233680000000.0
Depreciation And Amortization In Income Statement,74740000000.0
Amortization,1690000000.0
Depreciation Income Statement,73050000000.0
Selling General And Administration,84100000000.0
Selling And Marketing Expense,80280000000.0
General And Administrative Expense,3820000000.0
Rent And Landing Fees,880000000.0
Gross Profit,554800000000.0
Cost Of Revenue,1081660000000.0
Total Revenue,1636460000000.0
Operating Revenue,1636460000000.0
