metric,value
Tax Effect Of Unusual Items,297421093.817161
Tax Rate For Calcs,0.263368
Normalized EBITDA,49730900000.0
Total Unusual Items,1264000000.0
Total Unusual Items Excluding Goodwill,1129300000.0
Net Income From Continuing Operation Net Minority Interest,30305700000.0
Reconciled Depreciation,8163600000.0
Reconciled Cost Of Revenue,183775400000.0
EBITDA,50994900000.0
EBIT,42831300000.0
Net Interest Income,-26900000.0
Interest Expense,954100000.0
Interest Income,927200000.0
Normalized Income,29608521093.81716
Net Income From Continuing And Discontinued Operation,30305700000.0
Total Expenses,250056800000.0
Rent Expense Supplemental,
Diluted Average Shares,959101018.0
Basic Average Shares,959077302.0
Diluted EPS,31.59
Basic EPS,31.59
Diluted NI Availto Com Stockholders,30305700000.0
Net Income Common Stockholders,30305700000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,30305700000.0
Minority Interests,-542400000.0
Net Income Including Noncontrolling Interests,30848100000.0
Net Income Discontinuous Operations,
Net Income Continuous Operations,30848100000.0
Tax Provision,11029100000.0
Pretax Income,41877200000.0
Other Non Operating Income Expenses,1056000000.0
Special Income Charges,360400000.0
Other Special Charges,-516600000.0
Write Off,21500000.0
Net Non Operating Interest Income Expense,-26900000.0
Interest Expense Non Operating,954100000.0
Interest Income Non Operating,927200000.0
Operating Income,39356700000.0
Operating Expense,66281400000.0
Other Operating Expenses,13547100000.0
Depreciation And Amortization In Income Statement,8163600000.0
Amortization,288300000.0
Depreciation Income Statement,7875300000.0
Selling General And Administration,28223900000.0
Selling And Marketing Expense,27857900000.0
General And Administrative Expense,366000000.0
Rent And Landing Fees,
Gross Profit,105638100000.0
Cost Of Revenue,183775400000.0
Total Revenue,289413500000.0
Operating Revenue,289413500000.0
