metric,value
Tax Effect Of Unusual Items,-1317815874.933917
Tax Rate For Calcs,0.237444
Normalized EBITDA,244840000000.0
Total Unusual Items,-5550000000.0
Total Unusual Items Excluding Goodwill,-5550000000.0
Net Income From Continuing Operation Net Minority Interest,100970000000.0
Reconciled Depreciation,70860000000.0
Reconciled Cost Of Revenue,1526570000000.0
EBITDA,239290000000.0
EBIT,168430000000.0
Net Interest Income,-30870000000.0
Interest Expense,36020000000.0
Interest Income,5590000000.0
Normalized Income,105202184125.06609
Net Income From Continuing And Discontinued Operation,100970000000.0
Total Expenses,2063950000000.0
Rent Expense Supplemental,4610000000.0
Diluted Average Shares,2225807384.0
Basic Average Shares,2222884407.0
Diluted EPS,45.36
Basic EPS,45.42
Diluted NI Availto Com Stockholders,100970000000.0
Net Income Common Stockholders,100970000000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,100970000000.0
Minority Interests,0.0
Net Income Including Noncontrolling Interests,100970000000.0
Net Income Discontinuous Operations,0.0
Net Income Continuous Operations,100970000000.0
Tax Provision,31440000000.0
Pretax Income,132410000000.0
Other Non Operating Income Expenses,2520000000.0
Special Income Charges,-2490000000.0
Other Special Charges,410000000.0
Write Off,2080000000.0
Impairment Of Capital Assets,110000000.0
Restructuring And Mergern Acquisition,0.0
Net Non Operating Interest Income Expense,-30870000000.0
Total Other Finance Cost,440000000.0
Interest Expense Non Operating,36020000000.0
Interest Income Non Operating,5590000000.0
Operating Income,155420000000.0
Operating Expense,537380000000.0
Other Operating Expenses,312660000000.0
Research And Development,7960000000.0
Selling General And Administration,83910000000.0
Selling And Marketing Expense,78860000000.0
General And Administrative Expense,5050000000.0
Rent And Landing Fees,4610000000.0
Gross Profit,692800000000.0
Cost Of Revenue,1526570000000.0
Total Revenue,2219370000000.0
Operating Revenue,2219370000000.0
