metric,value
Tax Effect Of Unusual Items,193070400.0
Tax Rate For Calcs,0.2755
Normalized EBITDA,202745700000.0
Total Unusual Items,700800000.0
Total Unusual Items Excluding Goodwill,700800000.0
Net Income From Continuing Operation Net Minority Interest,56244900000.0
Reconciled Depreciation,50013200000.0
Reconciled Cost Of Revenue,740283600000.0
EBITDA,203446500000.0
EBIT,153433300000.0
Net Interest Income,-11051400000.0
Interest Expense,16435200000.0
Interest Income,5452600000.0
Normalized Income,55737170400.0
Net Income From Continuing And Discontinued Operation,56244900000.0
Total Expenses,1150612300000.0
Rent Expense Supplemental,2200100000.0
Diluted Average Shares,660570757.0
Basic Average Shares,659449553.0
Diluted EPS,85.15
Basic EPS,85.29
Diluted NI Availto Com Stockholders,56244900000.0
Net Income Common Stockholders,56244900000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,56244900000.0
Minority Interests,-43011600000.0
Net Income Including Noncontrolling Interests,99256500000.0
Net Income Discontinuous Operations,
Net Income Continuous Operations,99256500000.0
Tax Provision,37741600000.0
Pretax Income,136998100000.0
Other Non Operating Income Expenses,1131200000.0
Special Income Charges,-5043400000.0
Other Special Charges,4323400000.0
Write Off,0.0
Impairment Of Capital Assets,
Restructuring And Mergern Acquisition,720000000.0
Net Non Operating Interest Income Expense,-11051400000.0
Total Other Finance Cost,68800000.0
Interest Expense Non Operating,16435200000.0
Interest Income Non Operating,5452600000.0
Operating Income,145177700000.0
Operating Expense,410328700000.0
Other Operating Expenses,81417100000.0
Depreciation And Amortization In Income Statement,50013200000.0
Amortization,6079900000.0
Depreciation Income Statement,43933300000.0
Selling General And Administration,208824900000.0
Selling And Marketing Expense,205252800000.0
General And Administrative Expense,3572100000.0
Rent And Landing Fees,2200100000.0
Gross Profit,555506400000.0
Cost Of Revenue,740283600000.0
Total Revenue,1295790000000.0
Operating Revenue,1295790000000.0
