metric,value
Tax Effect Of Unusual Items,-63819520.14808
Tax Rate For Calcs,0.253198
Total Unusual Items,-252054000.0
Total Unusual Items Excluding Goodwill,-252054000.0
Net Income From Continuing Operation Net Minority Interest,670846661000.0
Reconciled Depreciation,38491245000.0
Net Interest Income,1794524642000.0
Interest Expense,2597360481000.0
Interest Income,4391885123000.0
Normalized Income,671034895479.8519
Net Income From Continuing And Discontinued Operation,670846661000.0
Diluted Average Shares,8924611934.0
Basic Average Shares,8924611934.0
Diluted EPS,75.17
Basic EPS,75.17
Diluted NI Availto Com Stockholders,670846661000.0
Net Income Common Stockholders,670846661000.0
Net Income,670846661000.0
Minority Interests,-24587491000.0
Net Income Including Noncontrolling Interests,695434219000.0
Net Income Extraordinary,0.0
Net Income Continuous Operations,695434219000.0
Tax Provision,231017800000.0
Pretax Income,912400476000.0
Special Income Charges,-252054000.0
Other Special Charges,252054000.0
Gain On Sale Of Security,137828728000.0
Operating Expense,2288145880000.0
Other Operating Expenses,1249209939000.0
Depreciation And Amortization In Income Statement,38491245000.0
Depreciation Income Statement,38491245000.0
Selling General And Administration,44226864000.0
Selling And Marketing Expense,34490995000.0
General And Administrative Expense,9735869000.0
Insurance And Claims,53890101000.0
Rent And Landing Fees,65461669000.0
Total Revenue,3236135037000.0
Operating Revenue,3236135037000.0
