metric,value
Tax Effect Of Unusual Items,324441196.312121
Tax Rate For Calcs,0.263773
Normalized EBITDA,50650000000.0
Total Unusual Items,1230000000.0
Total Unusual Items Excluding Goodwill,1230000000.0
Net Income From Continuing Operation Net Minority Interest,32500000000.0
Reconciled Depreciation,4410000000.0
Reconciled Cost Of Revenue,304110000000.0
EBITDA,51880000000.0
EBIT,47470000000.0
Net Interest Income,-1570000000.0
Interest Expense,3000000000.0
Interest Income,1430000000.0
Normalized Income,31594441196.312122
Net Income From Continuing And Discontinued Operation,32500000000.0
Total Expenses,359670000000.0
Rent Expense Supplemental,350000000.0
Diluted Average Shares,887786160.0
Basic Average Shares,887786160.0
Diluted EPS,36.61
Basic EPS,36.61
Diluted NI Availto Com Stockholders,32500000000.0
Net Income Common Stockholders,32500000000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,32500000000.0
Minority Interests,-240000000.0
Net Income Including Noncontrolling Interests,32740000000.0
Net Income Continuous Operations,32740000000.0
Tax Provision,11730000000.0
Pretax Income,44470000000.0
Other Non Operating Income Expenses,3080000000.0
Special Income Charges,170000000.0
Other Special Charges,-560000000.0
Write Off,390000000.0
Net Non Operating Interest Income Expense,-1570000000.0
Total Other Finance Cost,50000000.0
Interest Expense Non Operating,3000000000.0
Interest Income Non Operating,1430000000.0
Operating Income,44800000000.0
Operating Expense,55560000000.0
Other Operating Expenses,8520000000.0
Depreciation And Amortization In Income Statement,4410000000.0
Amortization,320000000.0
Depreciation Income Statement,4090000000.0
Selling General And Administration,25750000000.0
Selling And Marketing Expense,23190000000.0
General And Administrative Expense,2560000000.0
Rent And Landing Fees,350000000.0
Gross Profit,100360000000.0
Cost Of Revenue,304110000000.0
Total Revenue,404470000000.0
Operating Revenue,404470000000.0
