metric,value
Tax Effect Of Unusual Items,-30194700894.877216
Tax Rate For Calcs,0.268508
Normalized EBITDA,1101762240000.0
Total Unusual Items,-112453470000.0
Total Unusual Items Excluding Goodwill,-112453470000.0
Net Income From Continuing Operation Net Minority Interest,362256230000.0
Reconciled Depreciation,346927980000.0
Reconciled Cost Of Revenue,4802264710000.0
EBITDA,989308770000.0
EBIT,642380790000.0
Net Interest Income,-61101350000.0
Interest Expense,118401980000.0
Interest Income,46372650000.0
Normalized Income,444514999105.1228
Net Income From Continuing And Discontinued Operation,362256230000.0
Total Expenses,5453282240000.0
Diluted Average Shares,12580280000.0
Basic Average Shares,12580280000.0
Diluted EPS,28.8
Basic EPS,28.8
Diluted NI Availto Com Stockholders,362256230000.0
Net Income Common Stockholders,362256230000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,362256230000.0
Minority Interests,-21029870000.0
Net Income Including Noncontrolling Interests,383286100000.0
Net Income Continuous Operations,383286100000.0
Tax Provision,140692710000.0
Pretax Income,523978810000.0
Other Non Operating Income Expenses,51018040000.0
Special Income Charges,-117177890000.0
Other Special Charges,6948840000.0
Write Off,2798930000.0
Impairment Of Capital Assets,107297910000.0
Restructuring And Mergern Acquisition,132210000.0
Net Non Operating Interest Income Expense,-61101350000.0
Total Other Finance Cost,-10927980000.0
Interest Expense Non Operating,118401980000.0
Interest Income Non Operating,46372650000.0
Operating Income,636226710000.0
Operating Expense,651017530000.0
Other Operating Expenses,410854160000.0
Research And Development,6291700000.0
Selling General And Administration,171656150000.0
Selling And Marketing Expense,123785350000.0
General And Administrative Expense,47870800000.0
Gross Profit,1287244240000.0
Cost Of Revenue,4802264710000.0
Total Revenue,6089508950000.0
Operating Revenue,6089508950000.0
