metric,value
Tax Effect Of Unusual Items,-18814126155.135838
Tax Rate For Calcs,0.249304
Normalized EBITDA,1243769810000.0
Total Unusual Items,-74904170000.0
Total Unusual Items Excluding Goodwill,-75466570000.0
Net Income From Continuing Operation Net Minority Interest,491439260000.0
Reconciled Depreciation,315149280000.0
Reconciled Cost Of Revenue,4586471670000.0
EBITDA,1168865640000.0
EBIT,853716360000.0
Net Interest Income,-59732780000.0
Interest Expense,117424210000.0
Interest Income,42758800000.0
Normalized Income,548654103844.86414
Net Income From Continuing And Discontinued Operation,491439260000.0
Total Expenses,5215989490000.0
Diluted Average Shares,12580280000.0
Basic Average Shares,12580280000.0
Diluted EPS,39.06
Basic EPS,39.06
Diluted NI Availto Com Stockholders,491439260000.0
Net Income Common Stockholders,491439260000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,491439260000.0
Minority Interests,-61292230000.0
Net Income Including Noncontrolling Interests,552731490000.0
Net Income Continuous Operations,552731490000.0
Tax Provision,183560660000.0
Pretax Income,736292150000.0
Other Non Operating Income Expenses,50014400000.0
Special Income Charges,-78677430000.0
Other Special Charges,5831120000.0
Write Off,6756360000.0
Impairment Of Capital Assets,48577590000.0
Restructuring And Mergern Acquisition,16949960000.0
Net Non Operating Interest Income Expense,-59732780000.0
Total Other Finance Cost,-14932630000.0
Interest Expense Non Operating,117424210000.0
Interest Income Non Operating,42758800000.0
Operating Income,770452840000.0
Operating Expense,629517820000.0
Other Operating Expenses,399549410000.0
Research And Development,6171640000.0
Selling General And Administration,161757330000.0
Selling And Marketing Expense,116254440000.0
General And Administrative Expense,45502890000.0
Gross Profit,1399970660000.0
Cost Of Revenue,4586471670000.0
Total Revenue,5986442330000.0
Operating Revenue,5986442330000.0
