metric,value
Tax Effect Of Unusual Items,17051000.0
Tax Rate For Calcs,0.289
Normalized EBITDA,5006000000.0
Total Unusual Items,59000000.0
Total Unusual Items Excluding Goodwill,59000000.0
Net Income From Continuing Operation Net Minority Interest,3158000000.0
Reconciled Depreciation,569000000.0
Reconciled Cost Of Revenue,13405000000.0
EBITDA,5065000000.0
EBIT,4496000000.0
Net Interest Income,296000000.0
Interest Expense,49000000.0
Interest Income,345000000.0
Normalized Income,3116051000.0
Net Income From Continuing And Discontinued Operation,3158000000.0
Total Expenses,15200000000.0
Rent Expense Supplemental,
Total Operating Income As Reported,4071000000.0
Diluted Average Shares,4152051184.0
Basic Average Shares,4141611738.0
Diluted EPS,0.76
Basic EPS,0.76
Diluted NI Availto Com Stockholders,3158000000.0
Net Income Common Stockholders,3158000000.0
Net Income,3158000000.0
Minority Interests,-4000000.0
Net Income Including Noncontrolling Interests,3162000000.0
Net Income Continuous Operations,3162000000.0
Tax Provision,1285000000.0
Pretax Income,4447000000.0
Other Income Expense,74000000.0
Other Non Operating Income Expenses,15000000.0
Special Income Charges,-6000000.0
Gain On Sale Of Business,
Write Off,6000000.0
Impairment Of Capital Assets,
Gain On Sale Of Security,65000000.0
Net Non Operating Interest Income Expense,296000000.0
Interest Expense Non Operating,49000000.0
Interest Income Non Operating,345000000.0
Operating Income,4077000000.0
Operating Expense,1795000000.0
Other Operating Expenses,123000000.0
Other Taxes,41000000.0
Selling General And Administration,1631000000.0
Selling And Marketing Expense,201000000.0
General And Administrative Expense,1430000000.0
Other Gand A,379000000.0
Insurance And Claims,35000000.0
Rent And Landing Fees,
Salaries And Wages,1016000000.0
Gross Profit,5872000000.0
Cost Of Revenue,13405000000.0
Total Revenue,19277000000.0
Operating Revenue,19277000000.0
