metric,value
Tax Effect Of Unusual Items,19102545.454545
Tax Rate For Calcs,0.276848
Normalized EBITDA,4615000000.0
Total Unusual Items,69000000.0
Total Unusual Items Excluding Goodwill,69000000.0
Net Income From Continuing Operation Net Minority Interest,2981000000.0
Reconciled Depreciation,524000000.0
Reconciled Cost Of Revenue,12709000000.0
EBITDA,4684000000.0
EBIT,4160000000.0
Net Interest Income,191000000.0
Interest Expense,35000000.0
Interest Income,226000000.0
Normalized Income,2931102545.454545
Net Income From Continuing And Discontinued Operation,2981000000.0
Total Expenses,14387000000.0
Rent Expense Supplemental,11000000.0
Total Operating Income As Reported,3825000000.0
Diluted Average Shares,4187731070.0
Basic Average Shares,4180897857.0
Diluted EPS,0.71
Basic EPS,0.71
Diluted NI Availto Com Stockholders,2981000000.0
Net Income Common Stockholders,2981000000.0
Net Income,2981000000.0
Minority Interests,-2000000.0
Net Income Including Noncontrolling Interests,2983000000.0
Net Income Continuous Operations,2983000000.0
Tax Provision,1142000000.0
Pretax Income,4125000000.0
Other Income Expense,109000000.0
Other Non Operating Income Expenses,40000000.0
Special Income Charges,-35000000.0
Gain On Sale Of Business,
Write Off,35000000.0
Impairment Of Capital Assets,
Gain On Sale Of Security,69000000.0
Net Non Operating Interest Income Expense,191000000.0
Interest Expense Non Operating,35000000.0
Interest Income Non Operating,226000000.0
Operating Income,3825000000.0
Operating Expense,1678000000.0
Other Operating Expenses,116000000.0
Other Taxes,37000000.0
Selling General And Administration,1678000000.0
Selling And Marketing Expense,776000000.0
General And Administrative Expense,902000000.0
Other Gand A,902000000.0
Insurance And Claims,21000000.0
Rent And Landing Fees,7000000.0
Salaries And Wages,905000000.0
Gross Profit,5503000000.0
Cost Of Revenue,12709000000.0
Total Revenue,18212000000.0
Operating Revenue,18212000000.0
