metric,value
Tax Effect Of Unusual Items,961663820.0
Tax Rate For Calcs,0.2243
Normalized EBITDA,74315400000.0
Total Unusual Items,4287400000.0
Total Unusual Items Excluding Goodwill,4287400000.0
Net Income From Continuing Operation Net Minority Interest,52725200000.0
Reconciled Depreciation,9954500000.0
Reconciled Cost Of Revenue,97627400000.0
EBITDA,78602800000.0
EBIT,68648300000.0
Net Interest Income,2023900000.0
Interest Expense,440200000.0
Interest Income,2644000000.0
Normalized Income,49399463820.0
Net Income From Continuing And Discontinued Operation,52725200000.0
Total Expenses,210011800000.0
Rent Expense Supplemental,1118400000.0
Diluted Average Shares,808194958.0
Basic Average Shares,807552253.0
Diluted EPS,65.24
Basic EPS,65.29
Diluted NI Availto Com Stockholders,52725200000.0
Net Income Common Stockholders,52725200000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,52725200000.0
Minority Interests,33200000.0
Net Income Including Noncontrolling Interests,52692000000.0
Net Income Continuous Operations,52692000000.0
Tax Provision,15297600000.0
Pretax Income,68208100000.0
Other Non Operating Income Expenses,545900000.0
Special Income Charges,199200000.0
Other Special Charges,-1314200000.0
Impairment Of Capital Assets,1115000000.0
Net Non Operating Interest Income Expense,2023900000.0
Total Other Finance Cost,179900000.0
Interest Expense Non Operating,440200000.0
Interest Income Non Operating,2644000000.0
Operating Income,61442200000.0
Operating Expense,112384400000.0
Other Operating Expenses,23511500000.0
Depreciation And Amortization In Income Statement,9954500000.0
Amortization,2664500000.0
Depreciation Income Statement,7290000000.0
Research And Development,3761600000.0
Selling General And Administration,29550200000.0
Selling And Marketing Expense,18348600000.0
General And Administrative Expense,11201600000.0
Rent And Landing Fees,1118400000.0
Gross Profit,173826600000.0
Cost Of Revenue,97627400000.0
Total Revenue,271454000000.0
Operating Revenue,271454000000.0
