metric,value
Tax Effect Of Unusual Items,20228644.399845
Tax Rate For Calcs,0.262369
Total Unusual Items,77100000.0
Total Unusual Items Excluding Goodwill,77100000.0
Net Income From Continuing Operation Net Minority Interest,45567700000.0
Reconciled Depreciation,5627300000.0
EBIT,207688400000.0
Net Interest Income,-96294600000.0
Interest Expense,94982600000.0
Interest Income,314270700000.0
Normalized Income,45510828644.39984
Net Income From Continuing And Discontinued Operation,45567700000.0
Total Expenses,502454200000.0
Rent Expense Supplemental,948700000.0
Diluted Average Shares,1591869580.0
Basic Average Shares,1591374440.0
Diluted EPS,28.6
Basic EPS,28.6
Diluted NI Availto Com Stockholders,45567700000.0
Net Income Common Stockholders,45567700000.0
Net Income,45567700000.0
Minority Interests,-37567600000.0
Net Income Including Noncontrolling Interests,83135300000.0
Net Income Continuous Operations,83135300000.0
Tax Provision,29570500000.0
Pretax Income,112705800000.0
Other Income Expense,3830100000.0
Special Income Charges,77100000.0
Other Special Charges,-77100000.0
Net Non Operating Interest Income Expense,-96294600000.0
Total Other Finance Cost,1312000000.0
Interest Expense Non Operating,94982600000.0
Other Operating Expenses,58918600000.0
Depreciation And Amortization In Income Statement,5627300000.0
Amortization,1535500000.0
Depreciation Income Statement,4091800000.0
Selling General And Administration,19160800000.0
Selling And Marketing Expense,17554000000.0
General And Administrative Expense,1606800000.0
Rent And Landing Fees,948700000.0
Total Revenue,615160000000.0
Operating Revenue,615160000000.0
Net Policyholder Benefits And Claims,163939100000.0
