metric,value
Treasury Shares Number,1360460.0
Ordinary Shares Number,1594128353.0
Share Issued,1595488813.0
Net Debt,2216828900000.0
Total Debt,2287817000000.0
Tangible Book Value,585105700000.0
Invested Capital,2877765300000.0
Net Tangible Assets,585105700000.0
Capital Lease Obligations,13337900000.0
Common Stock Equity,603286200000.0
Total Capitalization,2622657000000.0
Total Equity Gross Minority Interest,1037758300000.0
Minority Interest,434472100000.0
Stockholders Equity,603286200000.0
Other Equity Interest,6130700000.0
Treasury Stock,1043100000.0
Retained Earnings,362052700000.0
Additional Paid In Capital,143996500000.0
Capital Stock,1594100000.0
Common Stock,1594100000.0
Total Liabilities Net Minority Interest,4341538000000.0
Derivative Product Liabilities,61200000.0
Non Current Pension And Other Postretirement Benefit Plans,1034300000.0
Non Current Deferred Taxes Liabilities,5144900000.0
Long Term Debt And Capital Lease Obligation,2032708700000.0
Long Term Capital Lease Obligation,13337900000.0
Long Term Debt,2019370800000.0
Long Term Provisions,5330400000.0
Current Debt And Capital Lease Obligation,255108300000.0
Current Debt,255108300000.0
Payables,111780600000.0
Other Payable,34726400000.0
Dividends Payable,36300000.0
Total Tax Payable,14243700000.0
Accounts Payable,62774200000.0
Total Assets,5379296300000.0
Non Current Deferred Taxes Assets,10281700000.0
Financial Assets,5911700000.0
Investments And Advances,1716347100000.0
Investmentin Financial Assets,950658800000.0
Available For Sale Securities,68911200000.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,875835900000.0
Long Term Equity Investment,3827600000.0
Investmentsin Joint Venturesat Cost,3827600000.0
Investment Properties,301300000.0
Goodwill And Other Intangible Assets,18180500000.0
Other Intangible Assets,11287100000.0
Goodwill,6893400000.0
Net PPE,38519800000.0
Accumulated Depreciation,-25449100000.0
Gross PPE,63968900000.0
Construction In Progress,1068600000.0
Other Properties,26896600000.0
Machinery Furniture Equipment,17862800000.0
Buildings And Improvements,11396100000.0
Land And Improvements,6744800000.0
Prepaid Assets,247400000.0
Other Receivables,9226000000.0
Taxes Receivable,11230800000.0
Accounts Receivable,59738600000.0
Cash Cash Equivalents And Short Term Investments,819510900000.0
Other Short Term Investments,761860700000.0
Cash And Cash Equivalents,57650200000.0
