metric,value
Tax Effect Of Unusual Items,-94729376.993045
Tax Rate For Calcs,0.260675
Total Unusual Items,-363400000.0
Total Unusual Items Excluding Goodwill,-363400000.0
Net Income From Continuing Operation Net Minority Interest,88723100000.0
Reconciled Depreciation,11703200000.0
EBIT,480579100000.0
Net Interest Income,-245873200000.0
Interest Expense,243097000000.0
Interest Income,676235600000.0
Normalized Income,88991770623.00696
Net Income From Continuing And Discontinued Operation,88723100000.0
Total Expenses,974442700000.0
Rent Expense Supplemental,1283300000.0
Diluted Average Shares,1611651382.0
Basic Average Shares,1595488813.0
Diluted EPS,55.0
Basic EPS,55.6
Diluted NI Availto Com Stockholders,88723100000.0
Net Income Common Stockholders,88723100000.0
Net Income,88723100000.0
Minority Interests,-86853300000.0
Net Income Including Noncontrolling Interests,175576400000.0
Net Income Continuous Operations,175576400000.0
Tax Provision,61905700000.0
Pretax Income,237482100000.0
Other Income Expense,14739400000.0
Special Income Charges,-363400000.0
Other Special Charges,363400000.0
Net Non Operating Interest Income Expense,-245873200000.0
Total Other Finance Cost,2776200000.0
Interest Expense Non Operating,243097000000.0
Other Operating Expenses,116882800000.0
Depreciation And Amortization In Income Statement,11703200000.0
Amortization,3560200000.0
Depreciation Income Statement,8143000000.0
Selling General And Administration,19514800000.0
Selling And Marketing Expense,16595500000.0
General And Administrative Expense,2919300000.0
Rent And Landing Fees,1283300000.0
Total Revenue,1211924800000.0
Operating Revenue,1211924800000.0
Net Policyholder Benefits And Claims,246882200000.0
