metric,value
Free Cash Flow,-407000300000.0
Repayment Of Debt,-364736400000.0
Issuance Of Debt,747583300000.0
Issuance Of Capital Stock,2267700000.0
Capital Expenditure,-12204900000.0
End Cash Position,55043900000.0
Beginning Cash Position,79130800000.0
Changes In Cash,-24086900000.0
Financing Cash Flow,510160600000.0
Net Other Financing Charges,135568600000.0
Cash Dividends Paid,-7448100000.0
Common Stock Dividend Paid,-7448100000.0
Net Common Stock Issuance,2267700000.0
Common Stock Issuance,2267700000.0
Net Issuance Payments Of Debt,382846900000.0
Net Short Term Debt Issuance,79236600000.0
Short Term Debt Issuance,79236600000.0
Net Long Term Debt Issuance,303610300000.0
Long Term Debt Payments,-364736400000.0
Long Term Debt Issuance,668346700000.0
Investing Cash Flow,-139452100000.0
Net Other Investing Changes,54800700000.0
Interest Received Cfi,6353700000.0
Dividends Received Cfi,
Net Investment Purchase And Sale,-187878000000.0
Sale Of Investment,3788761500000.0
Purchase Of Investment,-3976639500000.0
Net Business Purchase And Sale,-927400000.0
Purchase Of Business,-927400000.0
Net Intangibles Purchase And Sale,-4411800000.0
Purchase Of Intangibles,-4411800000.0
Net PPE Purchase And Sale,-6818900000.0
Sale Of PPE,974200000.0
Purchase Of PPE,-7793100000.0
Operating Cash Flow,-394795400000.0
Taxes Refund Paid,-46265700000.0
Interest Received Cfo,350344600000.0
Interest Paid Cfo,-131124600000.0
Change In Working Capital,-494457800000.0
Change In Other Current Liabilities,6793000000.0
Change In Other Current Assets,-567555900000.0
Change In Payable,17063600000.0
Change In Receivables,-5112200000.0
Other Non Cash Items,-280696800000.0
Stock Based Compensation,3427400000.0
Provisionand Write Offof Assets,12000000.0
Depreciation And Amortization,6778000000.0
Amortization Cash Flow,1975700000.0
Depreciation,4802300000.0
Pension And Employee Benefit Expense,-3700000.0
Gain Loss On Investment Securities,-4410800000.0
Gain Loss On Sale Of PPE,126900000.0
Net Income From Continuing Operations,168111300000.0
