metric,value
Tax Effect Of Unusual Items,1434367400.0
Tax Rate For Calcs,0.1913
Normalized EBITDA,180013000000.0
Total Unusual Items,7498000000.0
Total Unusual Items Excluding Goodwill,7498000000.0
Net Income From Continuing Operation Net Minority Interest,122191000000.0
Reconciled Depreciation,30911000000.0
Reconciled Cost Of Revenue,555872000000.0
EBITDA,187511000000.0
EBIT,156600000000.0
Net Interest Income,7789000000.0
Interest Expense,5325000000.0
Interest Income,13114000000.0
Normalized Income,116127367400.0
Net Income From Continuing And Discontinued Operation,122191000000.0
Total Expenses,655003000000.0
Total Operating Income As Reported,140286000000.0
Diluted Average Shares,10964166876.0
Basic Average Shares,10933411680.0
Diluted EPS,11.145
Basic EPS,11.175
Diluted NI Availto Com Stockholders,122191000000.0
Net Income Common Stockholders,122191000000.0
Net Income,122191000000.0
Minority Interests,-138000000.0
Net Income Including Noncontrolling Interests,122329000000.0
Net Income Continuous Operations,122329000000.0
Tax Provision,28946000000.0
Pretax Income,151275000000.0
Other Income Expense,7555000000.0
Special Income Charges,
Gain On Sale Of Ppe,
Earnings From Equity Interest,57000000.0
Gain On Sale Of Security,7498000000.0
Net Non Operating Interest Income Expense,7789000000.0
Total Other Finance Cost,
Interest Expense Non Operating,5325000000.0
Interest Income Non Operating,13114000000.0
Operating Income,135931000000.0
Operating Expense,99131000000.0
Other Operating Expenses,-2186000000.0
Provision For Doubtful Accounts,-797000000.0
Depreciation Amortization Depletion Income Statement,8309000000.0
Depreciation And Amortization In Income Statement,8309000000.0
Selling General And Administration,101317000000.0
Selling And Marketing Expense,54935000000.0
General And Administrative Expense,46382000000.0
Other Gand A,46382000000.0
Salaries And Wages,67629000000.0
Gross Profit,235062000000.0
Cost Of Revenue,555872000000.0
Total Revenue,790934000000.0
Operating Revenue,790934000000.0
