metric,value
Tax Effect Of Unusual Items,83650000.0
Tax Rate For Calcs,0.239
Normalized EBITDA,145750000000.0
Total Unusual Items,350000000.0
Total Unusual Items Excluding Goodwill,350000000.0
Net Income From Continuing Operation Net Minority Interest,101200000000.0
Reconciled Depreciation,11520000000.0
Reconciled Cost Of Revenue,327190000000.0
EBITDA,146100000000.0
EBIT,134580000000.0
Net Interest Income,2970000000.0
Interest Expense,1140000000.0
Interest Income,4110000000.0
Normalized Income,100933650000.0
Net Income From Continuing And Discontinued Operation,101200000000.0
Total Expenses,465390000000.0
Rent Expense Supplemental,790000000.0
Diluted Average Shares,2349591262.0
Basic Average Shares,2349591262.0
Diluted EPS,43.07
Basic EPS,43.07
Diluted NI Availto Com Stockholders,101200000000.0
Net Income Common Stockholders,101200000000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,101200000000.0
Minority Interests,-230000000.0
Net Income Including Noncontrolling Interests,101430000000.0
Net Income Extraordinary,0.0
Net Income Discontinuous Operations,-10000000.0
Net Income Continuous Operations,101430000000.0
Tax Provision,32010000000.0
Pretax Income,133440000000.0
Other Non Operating Income Expenses,5120000000.0
Special Income Charges,-640000000.0
Other Special Charges,-1730000000.0
Restructuring And Mergern Acquisition,2370000000.0
Net Non Operating Interest Income Expense,2970000000.0
Total Other Finance Cost,
Interest Expense Non Operating,1140000000.0
Interest Income Non Operating,4110000000.0
Operating Income,130100000000.0
Operating Expense,138200000000.0
Other Operating Expenses,39010000000.0
Depreciation And Amortization In Income Statement,11380000000.0
Amortization,240000000.0
Depreciation Income Statement,11140000000.0
Selling General And Administration,68790000000.0
Selling And Marketing Expense,68790000000.0
Rent And Landing Fees,790000000.0
Gross Profit,268300000000.0
Cost Of Revenue,327190000000.0
Total Revenue,595490000000.0
Operating Revenue,595490000000.0
