metric,value
Tax Effect Of Unusual Items,668100000.0
Tax Rate For Calcs,0.262
Normalized EBITDA,152210000000.0
Total Unusual Items,2550000000.0
Total Unusual Items Excluding Goodwill,2550000000.0
Net Income From Continuing Operation Net Minority Interest,102770000000.0
Reconciled Depreciation,12160000000.0
Reconciled Cost Of Revenue,308920000000.0
EBITDA,154760000000.0
EBIT,142600000000.0
Net Interest Income,2120000000.0
Interest Expense,3340000000.0
Interest Income,5460000000.0
Normalized Income,100888100000.0
Net Income From Continuing And Discontinued Operation,102770000000.0
Total Expenses,475190000000.0
Rent Expense Supplemental,810000000.0
Diluted Average Shares,2349591262.0
Basic Average Shares,2349591262.0
Diluted EPS,43.74
Basic EPS,43.74
Diluted NI Availto Com Stockholders,102770000000.0
Net Income Common Stockholders,102770000000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,102770000000.0
Minority Interests,-50000000.0
Net Income Including Noncontrolling Interests,102820000000.0
Net Income Extraordinary,
Net Income Discontinuous Operations,
Net Income Continuous Operations,102820000000.0
Tax Provision,36440000000.0
Pretax Income,139260000000.0
Other Non Operating Income Expenses,130000000.0
Special Income Charges,60000000.0
Other Special Charges,20000000.0
Restructuring And Mergern Acquisition,-80000000.0
Net Non Operating Interest Income Expense,2120000000.0
Total Other Finance Cost,
Interest Expense Non Operating,3340000000.0
Interest Income Non Operating,5460000000.0
Operating Income,134470000000.0
Operating Expense,166270000000.0
Other Operating Expenses,47570000000.0
Depreciation And Amortization In Income Statement,12160000000.0
Amortization,250000000.0
Depreciation Income Statement,11910000000.0
Selling General And Administration,84940000000.0
Selling And Marketing Expense,84940000000.0
Rent And Landing Fees,810000000.0
Gross Profit,300740000000.0
Cost Of Revenue,308920000000.0
Total Revenue,609660000000.0
Operating Revenue,609660000000.0
