metric,value
Tax Effect Of Unusual Items,685934046.118319
Tax Rate For Calcs,0.262398
Normalized EBITDA,332301800000.0
Total Unusual Items,2614100000.0
Total Unusual Items Excluding Goodwill,2614100000.0
Net Income From Continuing Operation Net Minority Interest,129291000000.0
Reconciled Depreciation,55581800000.0
Reconciled Cost Of Revenue,963780700000.0
EBITDA,334915900000.0
EBIT,279334100000.0
Net Interest Income,-78318300000.0
Interest Expense,88537900000.0
Interest Income,12515600000.0
Normalized Income,127362834046.11832
Net Income From Continuing And Discontinued Operation,129291000000.0
Total Expenses,1310680100000.0
Rent Expense Supplemental,23608600000.0
Diluted Average Shares,1119724164.0
Basic Average Shares,1115470199.0
Diluted EPS,115.06
Basic EPS,115.91
Diluted NI Availto Com Stockholders,128834900000.0
Average Dilution Earnings,-456100000.0
Net Income Common Stockholders,129291000000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,129291000000.0
Minority Interests,-11440700000.0
Net Income Including Noncontrolling Interests,140731700000.0
Net Income Discontinuous Operations,
Net Income Continuous Operations,140731700000.0
Tax Provision,50064500000.0
Pretax Income,190796200000.0
Other Non Operating Income Expenses,5258200000.0
Special Income Charges,-1366300000.0
Other Special Charges,-3788400000.0
Write Off,
Impairment Of Capital Assets,5154700000.0
Net Non Operating Interest Income Expense,-78318300000.0
Total Other Finance Cost,2296000000.0
Interest Expense Non Operating,88537900000.0
Interest Income Non Operating,12515600000.0
Operating Income,245772500000.0
Operating Expense,346899400000.0
Other Operating Expenses,89481200000.0
Depreciation And Amortization In Income Statement,55581800000.0
Amortization,18682100000.0
Depreciation Income Statement,36899700000.0
Selling General And Administration,98011000000.0
Selling And Marketing Expense,85532700000.0
General And Administrative Expense,12478300000.0
Rent And Landing Fees,23608600000.0
Gross Profit,592671900000.0
Cost Of Revenue,963780700000.0
Total Revenue,1556452600000.0
Operating Revenue,1556452600000.0
