metric,value
Tax Effect Of Unusual Items,1723134861.035894
Tax Rate For Calcs,0.225252
Normalized EBITDA,170140500000.0
Total Unusual Items,7649800000.0
Total Unusual Items Excluding Goodwill,7649800000.0
Net Income From Continuing Operation Net Minority Interest,65773200000.0
Reconciled Depreciation,35026600000.0
Reconciled Cost Of Revenue,521341400000.0
EBITDA,177790300000.0
EBIT,142763700000.0
Net Interest Income,-46015600000.0
Interest Expense,49146000000.0
Interest Income,4164900000.0
Normalized Income,59846534861.0359
Net Income From Continuing And Discontinued Operation,65773200000.0
Total Expenses,772602500000.0
Rent Expense Supplemental,2719500000.0
Diluted Average Shares,1115531009.0
Basic Average Shares,1110943402.0
Diluted EPS,58.83
Basic EPS,59.2
Diluted NI Availto Com Stockholders,65623800000.0
Average Dilution Earnings,-149400000.0
Net Income Common Stockholders,65773200000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,65773200000.0
Minority Interests,-6756900000.0
Net Income Including Noncontrolling Interests,72530100000.0
Net Income Discontinuous Operations,0.0
Net Income Continuous Operations,72530100000.0
Tax Provision,21087600000.0
Pretax Income,93617700000.0
Other Non Operating Income Expenses,1604800000.0
Special Income Charges,4093300000.0
Other Special Charges,-5016000000.0
Write Off,-827600000.0
Impairment Of Capital Assets,1750300000.0
Net Non Operating Interest Income Expense,-46015600000.0
Total Other Finance Cost,1034500000.0
Interest Expense Non Operating,49146000000.0
Interest Income Non Operating,4164900000.0
Operating Income,111801900000.0
Operating Expense,251261100000.0
Other Operating Expenses,93611600000.0
Depreciation And Amortization In Income Statement,35026600000.0
Amortization,9678200000.0
Depreciation Income Statement,25348400000.0
Selling General And Administration,53337300000.0
Selling And Marketing Expense,51505800000.0
General And Administrative Expense,1831500000.0
Rent And Landing Fees,2719500000.0
Gross Profit,363063000000.0
Cost Of Revenue,521341400000.0
Total Revenue,884404400000.0
Operating Revenue,884404400000.0
