metric,value
Treasury Shares Number,0.0
Ordinary Shares Number,6982815731.0
Share Issued,6982815731.0
Net Debt,199420701000.0
Total Debt,1835094403000.0
Tangible Book Value,2143964575000.0
Invested Capital,3980072296000.0
Net Tangible Assets,2143964575000.0
Common Stock Equity,2144977893000.0
Total Capitalization,3882049447000.0
Total Equity Gross Minority Interest,2211845419000.0
Minority Interest,66867526000.0
Stockholders Equity,2144977893000.0
Other Equity Interest,7608859000.0
Gains Losses Not Affecting Retained Earnings,2123401284000.0
Foreign Currency Translation Adjustments,
Unrealized Gain Loss,
Retained Earnings,
Capital Stock,13967750000.0
Common Stock,13967750000.0
Total Liabilities Net Minority Interest,17373059551000.0
Derivative Product Liabilities,183764747000.0
Long Term Debt And Capital Lease Obligation,1737071554000.0
Long Term Debt,1737071554000.0
Long Term Provisions,49946771000.0
Current Debt And Capital Lease Obligation,98022849000.0
Current Debt,98022849000.0
Commercial Paper,98022849000.0
Payables And Accrued Expenses,412257816000.0
Payables,412257816000.0
Other Payable,378867679000.0
Accounts Payable,33390137000.0
Total Assets,19584904970000.0
Investments And Advances,4954939106000.0
Available For Sale Securities,4890798331000.0
Long Term Equity Investment,64140775000.0
Goodwill And Other Intangible Assets,1013318000.0
Goodwill,1013318000.0
Net PPE,109690036000.0
Accumulated Depreciation,-113555439000.0
Gross PPE,223245475000.0
Other Properties,128905038000.0
Properties,94340437000.0
Prepaid Assets,9009963000.0
Receivables,648658314000.0
Notes Receivable,497557667000.0
Accounts Receivable,151100647000.0
Cash And Cash Equivalents,1635673702000.0
Cash Equivalents,222049738000.0
Cash Financial,86812982000.0
Cash Cash Equivalents And Federal Funds Sold,1635673702000.0
