metric,value
Tax Effect Of Unusual Items,111086481.0
Tax Rate For Calcs,0.253
Total Unusual Items,0.0
Total Unusual Items Excluding Goodwill,439077000.0
Net Income From Continuing Operation Net Minority Interest,510291955000.0
Reconciled Depreciation,26903750000.0
Net Interest Income,973038112000.0
Interest Expense,890276529000.0
Interest Income,1863314700000.0
Normalized Income,510292000000.0
Net Income From Continuing And Discontinued Operation,510291955000.0
Rent Expense Supplemental,
Diluted Average Shares,7173067191.0
Basic Average Shares,7047258666.0
Diluted EPS,71.14
Basic EPS,72.41
Diluted NI Availto Com Stockholders,509874000000.0
Average Dilution Earnings,-418000000.0
Net Income Common Stockholders,510291955000.0
Net Income,510291955000.0
Minority Interests,-35401801000.0
Net Income Including Noncontrolling Interests,545693565000.0
Net Income Extraordinary,
Net Income Continuous Operations,545693565000.0
Tax Provision,184348300000.0
Pretax Income,730041865000.0
Special Income Charges,439077000.0
Other Special Charges,-439077000.0
Gain On Sale Of Security,
Depreciation Amortization Depletion Income Statement,26273160000.0
Depreciation And Amortization In Income Statement,
Depreciation Income Statement,26273160000.0
Selling General And Administration,552972889000.0
Selling And Marketing Expense,52494869000.0
General And Administrative Expense,974361200000.0
Other Gand A,
Insurance And Claims,241165358000.0
Rent And Landing Fees,
Salaries And Wages,236508575000.0
Total Revenue,2047152637000.0
Operating Revenue,2047152637000.0
Occupancy And Equipment,38200665000.0
Professional Expense And Contract Services Expense,
Other Non Interest Expense,658084121000.0
