metric,value
Free Cash Flow,-155759400000.0
Repayment Of Debt,-464431900000.0
Issuance Of Debt,613078400000.0
Issuance Of Capital Stock,16005100000.0
Capital Expenditure,-99459900000.0
End Cash Position,45301000000.0
Other Cash Adjustment Outside Changein Cash,-49700000.0
Beginning Cash Position,34934100000.0
Effect Of Exchange Rate Changes,-120300000.0
Changes In Cash,10536900000.0
Financing Cash Flow,122814100000.0
Net Other Financing Charges,-1923500000.0
Interest Paid Cff,-5968700000.0
Cash Dividends Paid,-18105400000.0
Net Preferred Stock Issuance,16000000000.0
Preferred Stock Issuance,16000000000.0
Net Common Stock Issuance,5100000.0
Common Stock Issuance,5100000.0
Net Issuance Payments Of Debt,145026200000.0
Net Short Term Debt Issuance,-3620300000.0
Net Long Term Debt Issuance,148646500000.0
Long Term Debt Payments,-464431900000.0
Long Term Debt Issuance,613078400000.0
Investing Cash Flow,-55977700000.0
Net Other Investing Changes,102300000.0
Interest Received Cfi,7032800000.0
Dividends Received Cfi,12126900000.0
Net Investment Purchase And Sale,9217400000.0
Sale Of Investment,631187700000.0
Purchase Of Investment,-621970300000.0
Net Business Purchase And Sale,7415800000.0
Sale Of Business,10432900000.0
Purchase Of Business,-3017100000.0
Net PPE Purchase And Sale,-96727600000.0
Sale Of PPE,2732300000.0
Purchase Of PPE,-99459900000.0
Operating Cash Flow,-56299500000.0
Taxes Refund Paid,-39961000000.0
Change In Working Capital,-191750900000.0
Change In Payable,43543600000.0
Change In Inventory,-17526400000.0
Change In Receivables,-217768100000.0
Other Non Cash Items,5440600000.0
Stock Based Compensation,1288600000.0
Depreciation And Amortization,45362600000.0
Amortization Cash Flow,14346200000.0
Depreciation,31016400000.0
Gain Loss On Investment Securities,-18112300000.0
Net Foreign Currency Exchange Gain Loss,-743300000.0
Gain Loss On Sale Of PPE,-602100000.0
Gain Loss On Sale Of Business,-7660500000.0
Net Income From Continuing Operations,148563600000.0
