metric,value
Free Cash Flow,-72161400000.0
Repayment Of Debt,-642270600000.0
Issuance Of Debt,825896400000.0
Issuance Of Capital Stock,20507300000.0
Capital Expenditure,-103919500000.0
End Cash Position,49238900000.0
Other Cash Adjustment Outside Changein Cash,
Beginning Cash Position,45301000000.0
Effect Of Exchange Rate Changes,99800000.0
Changes In Cash,3838100000.0
Financing Cash Flow,158341100000.0
Net Other Financing Charges,124700000.0
Interest Paid Cff,-4359700000.0
Cash Dividends Paid,-23485500000.0
Net Preferred Stock Issuance,20500000000.0
Preferred Stock Issuance,20500000000.0
Net Common Stock Issuance,7300000.0
Common Stock Issuance,7300000.0
Net Issuance Payments Of Debt,179004200000.0
Net Short Term Debt Issuance,-4621600000.0
Net Long Term Debt Issuance,183625800000.0
Long Term Debt Payments,-642270600000.0
Long Term Debt Issuance,825896400000.0
Investing Cash Flow,-186261100000.0
Net Other Investing Changes,208300000.0
Interest Received Cfi,8839000000.0
Dividends Received Cfi,13742000000.0
Net Investment Purchase And Sale,-114434000000.0
Sale Of Investment,942912100000.0
Purchase Of Investment,-1057346100000.0
Net Business Purchase And Sale,5913500000.0
Sale Of Business,6204500000.0
Purchase Of Business,-291000000.0
Net PPE Purchase And Sale,-98089900000.0
Sale Of PPE,5829600000.0
Purchase Of PPE,-103919500000.0
Operating Cash Flow,31758100000.0
Taxes Refund Paid,-47606900000.0
Change In Working Capital,-141133400000.0
Change In Payable,84851900000.0
Change In Inventory,-16463500000.0
Change In Receivables,-209521800000.0
Other Non Cash Items,6815100000.0
Stock Based Compensation,1201500000.0
Depreciation And Amortization,55581800000.0
Amortization Cash Flow,18682100000.0
Depreciation,36899700000.0
Gain Loss On Investment Securities,-16488300000.0
Net Foreign Currency Exchange Gain Loss,446000000.0
Gain Loss On Sale Of PPE,-3332100000.0
Gain Loss On Sale Of Business,-4302300000.0
Net Income From Continuing Operations,175422000000.0
