metric,value
Tax Effect Of Unusual Items,-701730000.0
Tax Rate For Calcs,0.23
Normalized EBITDA,87959000000.0
Total Unusual Items,-681000000.0
Total Unusual Items Excluding Goodwill,-3051000000.0
Net Income From Continuing Operation Net Minority Interest,48313000000.0
Reconciled Depreciation,19567000000.0
Reconciled Cost Of Revenue,387190000000.0
EBITDA,87278000000.0
EBIT,67711000000.0
Net Interest Income,-2206000000.0
Interest Expense,3256000000.0
Interest Income,1050000000.0
Normalized Income,53032270000.0
Net Income From Continuing And Discontinued Operation,48313000000.0
Total Expenses,470406000000.0
Rent Expense Supplemental,2744000000.0
Diluted Average Shares,885803630.0
Basic Average Shares,882208730.0
Diluted EPS,54.54
Basic EPS,54.76
Diluted NI Availto Com Stockholders,48313000000.0
Net Income Common Stockholders,48313000000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,48313000000.0
Minority Interests,-257000000.0
Net Income Including Noncontrolling Interests,48570000000.0
Net Income Continuous Operations,48570000000.0
Tax Provision,15885000000.0
Pretax Income,64455000000.0
Other Non Operating Income Expenses,4488000000.0
Special Income Charges,-4103000000.0
Other Special Charges,-42000000.0
Write Off,1775000000.0
Net Non Operating Interest Income Expense,-2206000000.0
Total Other Finance Cost,2800000000.0
Interest Expense Non Operating,3256000000.0
Interest Income Non Operating,1050000000.0
Operating Income,62496000000.0
Operating Expense,83216000000.0
Other Operating Expenses,21357000000.0
Depreciation And Amortization In Income Statement,19567000000.0
Amortization,8832000000.0
Depreciation Income Statement,10735000000.0
Selling General And Administration,20135000000.0
Selling And Marketing Expense,2307000000.0
General And Administrative Expense,17828000000.0
Rent And Landing Fees,2744000000.0
Gross Profit,145712000000.0
Cost Of Revenue,387190000000.0
Total Revenue,532902000000.0
Operating Revenue,532902000000.0
