metric,value
Tax Effect Of Unusual Items,-163465323.651236
Tax Rate For Calcs,0.090088
Normalized EBITDA,122923100000.0
Total Unusual Items,-1814500000.0
Total Unusual Items Excluding Goodwill,-1814500000.0
Net Income From Continuing Operation Net Minority Interest,84735800000.0
Reconciled Depreciation,25304300000.0
Reconciled Cost Of Revenue,119424200000.0
EBITDA,121108600000.0
EBIT,95804300000.0
Net Interest Income,2125400000.0
Interest Expense,1720000000.0
Interest Income,3845400000.0
Normalized Income,86386834676.34877
Net Income From Continuing And Discontinued Operation,84735800000.0
Total Expenses,340015100000.0
Rent Expense Supplemental,588700000.0
Diluted Average Shares,2399334970.0
Basic Average Shares,2399334970.0
Diluted EPS,35.3
Basic EPS,35.3
Diluted NI Availto Com Stockholders,84735800000.0
Net Income Common Stockholders,84735800000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,84735800000.0
Minority Interests,-393600000.0
Net Income Including Noncontrolling Interests,85129400000.0
Net Income Continuous Operations,85129400000.0
Tax Provision,8475900000.0
Pretax Income,94084300000.0
Other Non Operating Income Expenses,796300000.0
Special Income Charges,-1808300000.0
Other Special Charges,-208700000.0
Write Off,1644300000.0
Impairment Of Capital Assets,302500000.0
Restructuring And Mergern Acquisition,70200000.0
Net Non Operating Interest Income Expense,2125400000.0
Interest Expense Non Operating,1720000000.0
Interest Income Non Operating,3845400000.0
Operating Income,92773600000.0
Operating Expense,220590900000.0
Other Operating Expenses,37368700000.0
Depreciation And Amortization In Income Statement,25294300000.0
Amortization,
Depreciation Income Statement,25294300000.0
Selling General And Administration,80447000000.0
Selling And Marketing Expense,52262400000.0
General And Administrative Expense,28184600000.0
Rent And Landing Fees,588700000.0
Gross Profit,313364500000.0
Cost Of Revenue,119424200000.0
Total Revenue,432788700000.0
Operating Revenue,432788700000.0
