metric,value
Tax Effect Of Unusual Items,-1169370000.0
Tax Rate For Calcs,0.27
Normalized EBITDA,49411000000.0
Total Unusual Items,-4331000000.0
Total Unusual Items Excluding Goodwill,-4331000000.0
Net Income From Continuing Operation Net Minority Interest,23568000000.0
Reconciled Depreciation,11824000000.0
Reconciled Cost Of Revenue,100551000000.0
EBITDA,45080000000.0
EBIT,33256000000.0
Net Interest Income,7000000.0
Interest Expense,958000000.0
Interest Income,965000000.0
Normalized Income,26729630000.0
Net Income From Continuing And Discontinued Operation,23568000000.0
Total Expenses,178472000000.0
Total Operating Income As Reported,29476000000.0
Diluted Average Shares,831674783.0
Basic Average Shares,829391892.0
Diluted EPS,28.338
Basic EPS,28.416
Diluted NI Availto Com Stockholders,23568000000.0
Net Income Common Stockholders,23568000000.0
Net Income,23568000000.0
Minority Interests,
Net Income Including Noncontrolling Interests,23568000000.0
Net Income Continuous Operations,23568000000.0
Tax Provision,8730000000.0
Pretax Income,32298000000.0
Other Income Expense,-3628000000.0
Special Income Charges,-6443000000.0
Gain On Sale Of Ppe,1119000000.0
Other Special Charges,
Write Off,7562000000.0
Impairment Of Capital Assets,7562000000.0
Earnings From Equity Interest,703000000.0
Gain On Sale Of Security,2112000000.0
Net Non Operating Interest Income Expense,7000000.0
Total Other Finance Cost,
Interest Expense Non Operating,958000000.0
Interest Income Non Operating,965000000.0
Operating Income,35919000000.0
Operating Expense,77921000000.0
Other Operating Expenses,-1642000000.0
Research And Development,17482000000.0
Selling General And Administration,62081000000.0
Gross Profit,113840000000.0
Cost Of Revenue,100551000000.0
Total Revenue,214391000000.0
Operating Revenue,214391000000.0
