metric,value
Tax Effect Of Unusual Items,297750000.0
Tax Rate For Calcs,0.25
Normalized EBITDA,73240000000.0
Total Unusual Items,1191000000.0
Total Unusual Items Excluding Goodwill,1191000000.0
Net Income From Continuing Operation Net Minority Interest,45067000000.0
Reconciled Depreciation,12636000000.0
Reconciled Cost Of Revenue,106536000000.0
EBITDA,74431000000.0
EBIT,61795000000.0
Net Interest Income,-248000000.0
Interest Expense,1428000000.0
Interest Income,1180000000.0
Normalized Income,44173750000.0
Net Income From Continuing And Discontinued Operation,45067000000.0
Total Expenses,186825000000.0
Total Operating Income As Reported,57144000000.0
Diluted Average Shares,831912145.0
Basic Average Shares,830165396.0
Diluted EPS,54.18
Basic EPS,54.294
Diluted NI Availto Com Stockholders,45067000000.0
Net Income Common Stockholders,45067000000.0
Net Income,45067000000.0
Minority Interests,0.0
Net Income Including Noncontrolling Interests,45067000000.0
Net Income Continuous Operations,45067000000.0
Tax Provision,15300000000.0
Pretax Income,60367000000.0
Other Income Expense,1561000000.0
Special Income Charges,-1910000000.0
Gain On Sale Of Ppe,-1211000000.0
Other Special Charges,
Write Off,699000000.0
Impairment Of Capital Assets,699000000.0
Earnings From Equity Interest,370000000.0
Gain On Sale Of Security,3101000000.0
Net Non Operating Interest Income Expense,-248000000.0
Total Other Finance Cost,
Interest Expense Non Operating,1428000000.0
Interest Income Non Operating,1180000000.0
Operating Income,59054000000.0
Operating Expense,80289000000.0
Other Operating Expenses,-7118000000.0
Research And Development,19381000000.0
Selling General And Administration,68026000000.0
Gross Profit,139343000000.0
Cost Of Revenue,106536000000.0
Total Revenue,245879000000.0
Operating Revenue,245879000000.0
