metric,value
Ordinary Shares Number,774663163.0
Share Issued,774663163.0
Net Debt,
Total Debt,473232231000.0
Tangible Book Value,480263842000.0
Invested Capital,953496073000.0
Net Tangible Assets,480263842000.0
Common Stock Equity,480263842000.0
Total Capitalization,953496073000.0
Total Equity Gross Minority Interest,480263842000.0
Stockholders Equity,480263842000.0
Other Equity Interest,160702000.0
Fixed Assets Revaluation Reserve,3076335000.0
Retained Earnings,192523056000.0
Additional Paid In Capital,184440246000.0
Capital Stock,7746632000.0
Common Stock,7746632000.0
Total Liabilities Net Minority Interest,3539409914000.0
Long Term Debt And Capital Lease Obligation,473232231000.0
Payables,21552637000.0
Other Payable,8442447000.0
Accounts Payable,13110190000.0
Total Assets,4019673756000.0
Investments And Advances,709298942000.0
Investmentin Financial Assets,709270707000.0
Available For Sale Securities,31411503000.0
Long Term Equity Investment,28235000.0
Investmentsin Associatesat Cost,28235000.0
Investmentsin Subsidiariesat Cost,0.0
Net PPE,19287516000.0
Accumulated Depreciation,-23392313000.0
Gross PPE,42679829000.0
Construction In Progress,945255000.0
Other Properties,33034749000.0
Properties,8699825000.0
Prepaid Assets,12642926000.0
Receivables,121444617000.0
Taxes Receivable,12642926000.0
Cash And Cash Equivalents,685847078000.0
Cash Equivalents,9474063000.0
Cash Financial,13267130000.0
Cash Cash Equivalents And Federal Funds Sold,685847078000.0
