metric,value
Tax Effect Of Unusual Items,5370902.131519
Tax Rate For Calcs,0.269542
Total Unusual Items,19926000.0
Total Unusual Items Excluding Goodwill,19926000.0
Net Income From Continuing Operation Net Minority Interest,25755400000.0
Reconciled Depreciation,5322695000.0
Net Interest Income,190313140000.0
Interest Expense,296363503000.0
Interest Income,486676643000.0
Normalized Income,25740844902.13152
Net Income From Continuing And Discontinued Operation,25755400000.0
Diluted Average Shares,779311314.0
Basic Average Shares,778814636.0
Diluted EPS,33.05
Basic EPS,33.07
Diluted NI Availto Com Stockholders,25755400000.0
Net Income Common Stockholders,25755400000.0
Net Income,25755400000.0
Net Income Including Noncontrolling Interests,25755446000.0
Net Income Extraordinary,0.0
Net Income Continuous Operations,25755446000.0
Tax Provision,9503400000.0
Pretax Income,35257500000.0
Special Income Charges,19926000.0
Other Special Charges,-19926000.0
Gain On Sale Of Security,6872867000.0
Operating Expense,158248069000.0
Other Operating Expenses,74983315000.0
Depreciation And Amortization In Income Statement,5322695000.0
Depreciation Income Statement,5322695000.0
Selling General And Administration,2124720000.0
Selling And Marketing Expense,1441565000.0
General And Administrative Expense,683155000.0
Insurance And Claims,6711915000.0
Rent And Landing Fees,8712107000.0
Total Revenue,264968474000.0
Operating Revenue,264968474000.0
