metric,value
Tax Effect Of Unusual Items,1878870000.0
Tax Rate For Calcs,0.3
Normalized EBITDA,332489400000.0
Total Unusual Items,6262900000.0
Total Unusual Items Excluding Goodwill,6262900000.0
Net Income From Continuing Operation Net Minority Interest,87604000000.0
Reconciled Depreciation,93414100000.0
Reconciled Cost Of Revenue,1460401300000.0
EBITDA,338752300000.0
EBIT,245338200000.0
Net Interest Income,-59530600000.0
Interest Expense,62987000000.0
Interest Income,3456400000.0
Normalized Income,83219970000.0
Net Income From Continuing And Discontinued Operation,87604000000.0
Total Expenses,2203291000000.0
Rent Expense Supplemental,29234300000.0
Diluted Average Shares,12213814252.0
Basic Average Shares,12210098132.0
Diluted EPS,7.17
Basic EPS,7.17
Diluted NI Availto Com Stockholders,87604000000.0
Net Income Common Stockholders,87604000000.0
Otherunder Preferred Stock Dividend,0.0
Preferred Stock Dividends,0.0
Net Income,87604000000.0
Minority Interests,6850500000.0
Net Income Including Noncontrolling Interests,80753500000.0
Net Income Continuous Operations,80753500000.0
Tax Provision,101597700000.0
Pretax Income,182351200000.0
Other Non Operating Income Expenses,1391500000.0
Special Income Charges,696900000.0
Other Special Charges,-542800000.0
Write Off,-1090500000.0
Impairment Of Capital Assets,-253700000.0
Restructuring And Mergern Acquisition,936400000.0
Net Non Operating Interest Income Expense,-59530600000.0
Interest Expense Non Operating,62987000000.0
Interest Income Non Operating,3456400000.0
Operating Income,213071500000.0
Operating Expense,742889700000.0
Other Operating Expenses,279830300000.0
Depreciation And Amortization In Income Statement,93414100000.0
Depreciation Income Statement,93414100000.0
Selling General And Administration,133444300000.0
Selling And Marketing Expense,126479600000.0
General And Administrative Expense,6964700000.0
Rent And Landing Fees,29234300000.0
Gross Profit,955961200000.0
Cost Of Revenue,1460401300000.0
Total Revenue,2416362500000.0
Operating Revenue,2416362500000.0
