metric,value
Ordinary Shares Number,3086570375.0
Share Issued,3086570375.0
Net Debt,901492700000.0
Total Debt,2281995500000.0
Tangible Book Value,1563657400000.0
Invested Capital,3852230700000.0
Net Tangible Assets,1563657400000.0
Common Stock Equity,1570235200000.0
Total Capitalization,3852230700000.0
Total Equity Gross Minority Interest,1575229600000.0
Minority Interest,4994400000.0
Stockholders Equity,1570235200000.0
Other Equity Interest,8944900000.0
Retained Earnings,652811700000.0
Additional Paid In Capital,525400000000.0
Capital Stock,6173100000.0
Common Stock,6173100000.0
Total Liabilities Net Minority Interest,13607155700000.0
Derivative Product Liabilities,128063600000.0
Long Term Debt And Capital Lease Obligation,2281995500000.0
Payables,103721100000.0
Other Payable,67138900000.0
Dividends Payable,
Accounts Payable,36582200000.0
Total Assets,15182385300000.0
Investments And Advances,1921350800000.0
Investmentin Financial Assets,1915711700000.0
Available For Sale Securities,70166100000.0
Long Term Equity Investment,5639100000.0
Investmentsin Joint Venturesat Cost,
Investmentsin Associatesat Cost,5639100000.0
Investmentsin Subsidiariesat Cost,
Goodwill And Other Intangible Assets,6577800000.0
Goodwill,6577800000.0
Net PPE,58375600000.0
Accumulated Depreciation,-206452000000.0
Gross PPE,264827600000.0
Construction In Progress,2669000000.0
Other Properties,260062600000.0
Buildings And Improvements,2096000000.0
Properties,
Prepaid Assets,1963100000.0
Receivables,281508900000.0
Cash And Cash Equivalents,1380502800000.0
Cash Equivalents,131584600000.0
Cash Financial,96348100000.0
Cash Cash Equivalents And Federal Funds Sold,1380502800000.0
