metric,value
Tax Effect Of Unusual Items,-406890000.0
Tax Rate For Calcs,0.297
Normalized EBITDA,19252000000.0
Total Unusual Items,-1370000000.0
Total Unusual Items Excluding Goodwill,-1370000000.0
Net Income From Continuing Operation Net Minority Interest,10626000000.0
Reconciled Depreciation,2459000000.0
Reconciled Cost Of Revenue,40418000000.0
EBITDA,17882000000.0
EBIT,15423000000.0
Net Interest Income,-438000000.0
Interest Expense,438000000.0
Interest Income,202000000.0
Normalized Income,11589110000.0
Net Income From Continuing And Discontinued Operation,9646000000.0
Total Expenses,66266000000.0
Rent Expense Supplemental,1330000000.0
Diluted Average Shares,960519420.0
Basic Average Shares,960515376.0
Diluted EPS,10.04
Basic EPS,10.04
Diluted NI Availto Com Stockholders,9646000000.0
Net Income Common Stockholders,9646000000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,9646000000.0
Minority Interests,88000000.0
Net Income Including Noncontrolling Interests,9558000000.0
Net Income Discontinuous Operations,-980000000.0
Net Income Continuous Operations,10538000000.0
Tax Provision,4447000000.0
Pretax Income,14985000000.0
Other Non Operating Income Expenses,1201000000.0
Special Income Charges,-1333000000.0
Other Special Charges,1333000000.0
Write Off,1046000000.0
Restructuring And Mergern Acquisition,
Net Non Operating Interest Income Expense,-438000000.0
Total Other Finance Cost,22000000.0
Interest Expense Non Operating,438000000.0
Interest Income Non Operating,202000000.0
Operating Income,15591000000.0
Operating Expense,25848000000.0
Other Operating Expenses,15375000000.0
Depreciation And Amortization In Income Statement,2213000000.0
Amortization,1016000000.0
Depreciation Income Statement,2213000000.0
Selling General And Administration,11475000000.0
Selling And Marketing Expense,10058000000.0
General And Administrative Expense,1417000000.0
Rent And Landing Fees,1330000000.0
Gross Profit,41439000000.0
Cost Of Revenue,40418000000.0
Total Revenue,81857000000.0
Operating Revenue,81857000000.0
