metric,value
Treasury Shares Number,6162880.0
Ordinary Shares Number,6208123640.0
Share Issued,6214286520.0
Net Debt,2634708900000.0
Total Debt,2753601500000.0
Tangible Book Value,955870400000.0
Invested Capital,3709318300000.0
Net Tangible Assets,955870400000.0
Common Stock Equity,966928700000.0
Total Capitalization,3709318300000.0
Total Equity Gross Minority Interest,989368900000.0
Minority Interest,22440200000.0
Stockholders Equity,966928700000.0
Other Equity Interest,9505700000.0
Retained Earnings,517826600000.0
Additional Paid In Capital,282813300000.0
Capital Stock,1242900000.0
Common Stock,1242900000.0
Total Liabilities Net Minority Interest,3671899400000.0
Derivative Product Liabilities,371300000.0
Long Term Debt And Capital Lease Obligation,2753601500000.0
Payables,36263000000.0
Other Payable,16433400000.0
Dividends Payable,42900000.0
Total Tax Payable,1006300000.0
Accounts Payable,18780400000.0
Total Assets,4661268300000.0
Investments And Advances,138001800000.0
Investmentin Financial Assets,134133700000.0
Available For Sale Securities,64069300000.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,67558800000.0
Long Term Equity Investment,3868100000.0
Investmentsin Associatesat Cost,3868100000.0
Goodwill And Other Intangible Assets,11058300000.0
Other Intangible Assets,11025600000.0
Goodwill,32700000.0
Net PPE,27214700000.0
Accumulated Depreciation,-17963400000.0
Gross PPE,45178100000.0
Construction In Progress,325800000.0
Other Properties,5518800000.0
Machinery Furniture Equipment,14465800000.0
Buildings And Improvements,22134600000.0
Land And Improvements,2733100000.0
Prepaid Assets,2525100000.0
Receivables,39423100000.0
Taxes Receivable,4807700000.0
Cash And Cash Equivalents,107680700000.0
Cash Financial,568100000.0
Cash Cash Equivalents And Federal Funds Sold,301557800000.0
