metric,value
Tax Effect Of Unusual Items,-223174485.0
Tax Rate For Calcs,0.24005
Total Unusual Items,-929700000.0
Total Unusual Items Excluding Goodwill,-929700000.0
Net Income From Continuing Operation Net Minority Interest,166378200000.0
Reconciled Depreciation,8809900000.0
Net Interest Income,364186900000.0
Interest Expense,247707900000.0
Interest Income,611894800000.0
Normalized Income,167084725515.0
Net Income From Continuing And Discontinued Operation,166378200000.0
Diluted Average Shares,6203492990.0
Basic Average Shares,6186356840.0
Diluted EPS,26.82
Basic EPS,26.894
Diluted NI Availto Com Stockholders,166378200000.0
Net Income Common Stockholders,166378200000.0
Net Income,166378200000.0
Minority Interests,-1416600000.0
Net Income Including Noncontrolling Interests,167794800000.0
Net Income Continuous Operations,167794800000.0
Tax Provision,53001500000.0
Pretax Income,220796300000.0
Special Income Charges,-929700000.0
Other Special Charges,355000000.0
Write Off,574700000.0
Gain On Sale Of Security,4867700000.0
Operating Expense,122929800000.0
Other Operating Expenses,31231700000.0
Depreciation And Amortization In Income Statement,8809900000.0
Depreciation Income Statement,8809900000.0
Selling General And Administration,5391900000.0
Selling And Marketing Expense,4772300000.0
General And Administrative Expense,619600000.0
Insurance And Claims,116900000.0
Rent And Landing Fees,1178800000.0
Total Revenue,423563300000.0
Operating Revenue,423563300000.0
