metric,value
Tax Effect Of Unusual Items,-237947577.0
Tax Rate For Calcs,0.25161
Total Unusual Items,-945700000.0
Total Unusual Items Excluding Goodwill,-945700000.0
Net Income From Continuing Operation Net Minority Interest,144511700000.0
Reconciled Depreciation,6833200000.0
Net Interest Income,295819200000.0
Interest Expense,187246900000.0
Interest Income,483066100000.0
Normalized Income,145219452423.0
Net Income From Continuing And Discontinued Operation,144511700000.0
Diluted Average Shares,6123830490.0
Basic Average Shares,6100327430.0
Diluted EPS,23.598
Basic EPS,23.689
Diluted NI Availto Com Stockholders,144511700000.0
Net Income Common Stockholders,144511700000.0
Net Income,144511700000.0
Minority Interests,0.0
Net Income Including Noncontrolling Interests,144511700000.0
Net Income Continuous Operations,144511700000.0
Tax Provision,48584000000.0
Pretax Income,193095700000.0
Special Income Charges,-945700000.0
Other Special Charges,125400000.0
Write Off,820300000.0
Gain On Sale Of Security,3296100000.0
Operating Expense,103811500000.0
Other Operating Expenses,27102900000.0
Depreciation And Amortization In Income Statement,6833200000.0
Depreciation Income Statement,6833200000.0
Selling General And Administration,4027700000.0
Selling And Marketing Expense,3491800000.0
General And Administrative Expense,535900000.0
Insurance And Claims,81900000.0
Rent And Landing Fees,749200000.0
Total Revenue,343263200000.0
Operating Revenue,343263200000.0
