metric,value
Treasury Shares Number,10084010.0
Ordinary Shares Number,6044208320.0
Share Issued,6054292330.0
Net Debt,1611463200000.0
Total Debt,1644669400000.0
Tangible Book Value,536756900000.0
Invested Capital,2182515500000.0
Net Tangible Assets,536756900000.0
Common Stock Equity,543719800000.0
Total Capitalization,2182515500000.0
Total Equity Gross Minority Interest,543719800000.0
Minority Interest,
Stockholders Equity,543719800000.0
Other Equity Interest,5552600000.0
Retained Earnings,273208900000.0
Additional Paid In Capital,174409800000.0
Capital Stock,1210900000.0
Common Stock,1210900000.0
Total Liabilities Net Minority Interest,2208543300000.0
Derivative Product Liabilities,40100000.0
Long Term Debt And Capital Lease Obligation,1644669400000.0
Payables,26030700000.0
Other Payable,10094900000.0
Dividends Payable,22500000.0
Total Tax Payable,1392100000.0
Accounts Payable,14521200000.0
Total Assets,2752263100000.0
Investments And Advances,94522100000.0
Investmentin Financial Assets,93578100000.0
Available For Sale Securities,26853000000.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,65236300000.0
Long Term Equity Investment,944000000.0
Investmentsin Associatesat Cost,944000000.0
Goodwill And Other Intangible Assets,6962900000.0
Other Intangible Assets,6930200000.0
Goodwill,32700000.0
Net PPE,17302700000.0
Accumulated Depreciation,-11294900000.0
Gross PPE,28597600000.0
Construction In Progress,537000000.0
Other Properties,2771300000.0
Machinery Furniture Equipment,9247100000.0
Buildings And Improvements,13323100000.0
Land And Improvements,2719100000.0
Prepaid Assets,3023700000.0
Receivables,16141100000.0
Taxes Receivable,1814300000.0
Cash And Cash Equivalents,27332500000.0
Cash Financial,590700000.0
Cash Cash Equivalents And Federal Funds Sold,44939900000.0
