metric,value
Tax Effect Of Unusual Items,412091550.0
Tax Rate For Calcs,0.3159
Normalized EBITDA,109357400000.0
Total Unusual Items,1304500000.0
Total Unusual Items Excluding Goodwill,1304500000.0
Net Income From Continuing Operation Net Minority Interest,50639600000.0
Reconciled Depreciation,28879900000.0
Reconciled Cost Of Revenue,128272500000.0
EBITDA,110661900000.0
EBIT,81782000000.0
Net Interest Income,-4957300000.0
Interest Expense,7619500000.0
Interest Income,2724500000.0
Normalized Income,49747191550.0
Net Income From Continuing And Discontinued Operation,50639600000.0
Total Expenses,547604500000.0
Rent Expense Supplemental,1944100000.0
Diluted Average Shares,288480570.0
Basic Average Shares,288326723.0
Diluted EPS,175.54
Basic EPS,175.63
Diluted NI Availto Com Stockholders,50639600000.0
Net Income Common Stockholders,50639600000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,50639600000.0
Minority Interests,-94400000.0
Net Income Including Noncontrolling Interests,50734000000.0
Net Income Discontinuous Operations,0.0
Net Income Continuous Operations,50734000000.0
Tax Provision,23428500000.0
Pretax Income,74162500000.0
Other Non Operating Income Expenses,1497200000.0
Special Income Charges,328300000.0
Other Special Charges,-328300000.0
Write Off,
Restructuring And Mergern Acquisition,0.0
Net Non Operating Interest Income Expense,-4957300000.0
Total Other Finance Cost,62300000.0
Interest Expense Non Operating,7619500000.0
Interest Income Non Operating,2724500000.0
Operating Income,75771500000.0
Operating Expense,419332000000.0
Other Operating Expenses,213715200000.0
Depreciation And Amortization In Income Statement,28879900000.0
Amortization,1949200000.0
Depreciation Income Statement,26930700000.0
Selling General And Administration,154790900000.0
Selling And Marketing Expense,153052500000.0
General And Administrative Expense,1738400000.0
Rent And Landing Fees,1944100000.0
Gross Profit,495103500000.0
Cost Of Revenue,128272500000.0
Total Revenue,623376000000.0
Operating Revenue,623376000000.0
