metric,value
Tax Effect Of Unusual Items,745816180.0
Tax Rate For Calcs,0.2567
Normalized EBITDA,132367600000.0
Total Unusual Items,-720000000.0
Total Unusual Items Excluding Goodwill,2905400000.0
Net Income From Continuing Operation Net Minority Interest,70050000000.0
Reconciled Depreciation,31453000000.0
Reconciled Cost Of Revenue,153221300000.0
EBITDA,135273000000.0
EBIT,103820000000.0
Net Interest Income,-7229300000.0
Interest Expense,9597800000.0
Interest Income,2407500000.0
Normalized Income,67890416180.0
Net Income From Continuing And Discontinued Operation,70050000000.0
Total Expenses,610848800000.0
Rent Expense Supplemental,1723900000.0
Diluted Average Shares,288429818.0
Basic Average Shares,288212100.0
Diluted EPS,242.87
Basic EPS,243.05
Diluted NI Availto Com Stockholders,70050000000.0
Net Income Common Stockholders,70050000000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,70050000000.0
Minority Interests,10400000.0
Net Income Including Noncontrolling Interests,70039600000.0
Net Income Discontinuous Operations,
Net Income Continuous Operations,70039600000.0
Tax Provision,24182600000.0
Pretax Income,94222200000.0
Other Non Operating Income Expenses,1131800000.0
Special Income Charges,-134100000.0
Other Special Charges,-585900000.0
Write Off,0.0
Restructuring And Mergern Acquisition,720000000.0
Net Non Operating Interest Income Expense,-7229300000.0
Total Other Finance Cost,39000000.0
Interest Expense Non Operating,9597800000.0
Interest Income Non Operating,2407500000.0
Operating Income,96682900000.0
Operating Expense,448191100000.0
Other Operating Expenses,218024100000.0
Depreciation And Amortization In Income Statement,31453000000.0
Amortization,1983100000.0
Depreciation Income Statement,29469900000.0
Selling General And Administration,176503100000.0
Selling And Marketing Expense,174683800000.0
General And Administrative Expense,1819300000.0
Rent And Landing Fees,1723900000.0
Gross Profit,544874000000.0
Cost Of Revenue,153221300000.0
Total Revenue,698095300000.0
Operating Revenue,698095300000.0
