metric,value
Tax Effect Of Unusual Items,-432074160.0
Tax Rate For Calcs,0.2979
Normalized EBITDA,51147200000.0
Total Unusual Items,373800000.0
Total Unusual Items Excluding Goodwill,-1450400000.0
Net Income From Continuing Operation Net Minority Interest,28019100000.0
Reconciled Depreciation,10191900000.0
Reconciled Cost Of Revenue,89606300000.0
EBITDA,51521000000.0
EBIT,41329100000.0
Net Interest Income,527000000.0
Interest Expense,945600000.0
Interest Income,1622400000.0
Normalized Income,30861625840.0
Net Income From Continuing And Discontinued Operation,28019100000.0
Total Expenses,184553100000.0
Rent Expense Supplemental,868600000.0
Diluted Average Shares,807627733.0
Basic Average Shares,807007965.0
Diluted EPS,34.69
Basic EPS,34.72
Diluted NI Availto Com Stockholders,28019100000.0
Net Income Common Stockholders,28019100000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,28019100000.0
Minority Interests,-309800000.0
Net Income Including Noncontrolling Interests,28328900000.0
Net Income Continuous Operations,28328900000.0
Tax Provision,12028600000.0
Pretax Income,40383500000.0
Other Non Operating Income Expenses,477500000.0
Special Income Charges,-2881100000.0
Other Special Charges,-214600000.0
Impairment Of Capital Assets,1271500000.0
Net Non Operating Interest Income Expense,527000000.0
Total Other Finance Cost,149800000.0
Interest Expense Non Operating,945600000.0
Interest Income Non Operating,1622400000.0
Operating Income,40178700000.0
Operating Expense,94946800000.0
Other Operating Expenses,18190200000.0
Depreciation And Amortization In Income Statement,10191900000.0
Amortization,3141700000.0
Depreciation Income Statement,7050200000.0
Research And Development,3853900000.0
Selling General And Administration,26224400000.0
Selling And Marketing Expense,16943000000.0
General And Administrative Expense,9281400000.0
Rent And Landing Fees,868600000.0
Gross Profit,135125500000.0
Cost Of Revenue,89606300000.0
Total Revenue,224731800000.0
Operating Revenue,224731800000.0
