metric,value
Tax Effect Of Unusual Items,996455894.947188
Tax Rate For Calcs,0.275264
Normalized EBITDA,249540000000.0
Total Unusual Items,3620000000.0
Total Unusual Items Excluding Goodwill,3620000000.0
Net Income From Continuing Operation Net Minority Interest,101550000000.0
Reconciled Depreciation,75210000000.0
Reconciled Cost Of Revenue,1462230000000.0
EBITDA,253160000000.0
EBIT,177950000000.0
Net Interest Income,-30280000000.0
Interest Expense,37830000000.0
Interest Income,7860000000.0
Normalized Income,98926455894.94719
Net Income From Continuing And Discontinued Operation,101550000000.0
Total Expenses,1981030000000.0
Rent Expense Supplemental,3850000000.0
Diluted Average Shares,2224399602.0
Basic Average Shares,2221621353.0
Diluted EPS,45.65
Basic EPS,45.71
Diluted NI Availto Com Stockholders,101550000000.0
Net Income Common Stockholders,101550000000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,101550000000.0
Minority Interests,0.0
Net Income Including Noncontrolling Interests,101550000000.0
Net Income Discontinuous Operations,
Net Income Continuous Operations,101550000000.0
Tax Provision,38570000000.0
Pretax Income,140120000000.0
Other Non Operating Income Expenses,760000000.0
Special Income Charges,-2700000000.0
Other Special Charges,-900000000.0
Write Off,3600000000.0
Impairment Of Capital Assets,3600000000.0
Restructuring And Mergern Acquisition,
Net Non Operating Interest Income Expense,-30280000000.0
Total Other Finance Cost,310000000.0
Interest Expense Non Operating,37830000000.0
Interest Income Non Operating,7860000000.0
Operating Income,167040000000.0
Operating Expense,518800000000.0
Other Operating Expenses,294260000000.0
Research And Development,8480000000.0
Selling General And Administration,78110000000.0
Selling And Marketing Expense,72890000000.0
General And Administrative Expense,5220000000.0
Rent And Landing Fees,3850000000.0
Gross Profit,685840000000.0
Cost Of Revenue,1462230000000.0
Total Revenue,2148070000000.0
Operating Revenue,2148070000000.0
