metric,value
Ordinary Shares Number,775895198.0
Share Issued,775895198.0
Net Debt,
Total Debt,490112342000.0
Tangible Book Value,550046134000.0
Invested Capital,1040158476000.0
Net Tangible Assets,550046134000.0
Common Stock Equity,550046134000.0
Total Capitalization,1040158476000.0
Total Equity Gross Minority Interest,550046134000.0
Stockholders Equity,550046134000.0
Other Equity Interest,443229000.0
Fixed Assets Revaluation Reserve,3016608000.0
Retained Earnings,241763013000.0
Additional Paid In Capital,185285006000.0
Capital Stock,7758952000.0
Common Stock,7758952000.0
Total Liabilities Net Minority Interest,4028320196000.0
Long Term Debt And Capital Lease Obligation,490112342000.0
Payables,29748596000.0
Other Payable,11445652000.0
Accounts Payable,18302944000.0
Total Assets,4578366330000.0
Investments And Advances,830756841000.0
Investmentin Financial Assets,830724970000.0
Available For Sale Securities,56085173000.0
Long Term Equity Investment,31871000.0
Investmentsin Associatesat Cost,31871000.0
Investmentsin Subsidiariesat Cost,0.0
Net PPE,20789279000.0
Accumulated Depreciation,-25792261000.0
Gross PPE,46581540000.0
Construction In Progress,1354253000.0
Other Properties,36527462000.0
Properties,8699825000.0
Prepaid Assets,2395496000.0
Receivables,136059488000.0
Taxes Receivable,
Cash And Cash Equivalents,567767615000.0
Cash Equivalents,69572520000.0
Cash Financial,12393033000.0
Cash Cash Equivalents And Federal Funds Sold,567767615000.0
